,x,y,mannual_label,correct_label
Digit 2,0.06894991,0.3321289,-,Digit 2
Digit 7,0.56192833,-0.36215353,-,Digit 7
Digit 1,0.38596377,0.3659715,-,Digit 1
Digit 3,-0.4225669,0.16035756,-,Digit 3
Digit 5,-0.25729686,-0.04816884,-,Digit 5
Digit 3,-0.3405391,0.09443712,-,Digit 3
Digit 8,-0.07291028,0.101911984,-,Digit 8
Digit 6,-0.68819594,0.15044408,-,Digit 6
Digit 7,0.55194956,-0.5812264,-,Digit 7
Digit 0,-0.95895875,0.09969227,-,Digit 0
Digit 3,-0.010557977,0.08414006,-,Digit 3
Digit 3,-0.3160956,0.16192624,-,Digit 3
Digit 1,0.4091791,0.40654448,-,Digit 1
Digit 2,0.112282574,0.31729373,-,Digit 2
Digit 1,0.36413258,0.31583014,-,Digit 1
Digit 0,-1.0794564,0.12201951,-,Digit 0
Digit 0,-0.99389946,0.11914047,-,Digit 0
Digit 3,-0.27805266,0.15828052,-,Digit 3
Digit 9,0.31817883,-0.5722063,-,Digit 9
Digit 0,-1.1100675,0.12293069,-,Digit 0
Digit 0,-0.8730756,0.12838309,-,Digit 0
Digit 7,0.6207488,-0.37027854,-,Digit 7
Digit 6,-0.8026461,0.13095,-,Digit 6
Digit 7,0.6133376,-0.48708984,-,Digit 7
Digit 7,0.6430472,-0.45647055,-,Digit 7
Digit 7,0.59093285,-0.41222984,-,Digit 7
Digit 0,-1.0975213,0.14747658,-,Digit 0
Digit 8,-0.34234303,0.071692884,-,Digit 8
Digit 2,0.28794512,-0.04414284,-,Digit 2
Digit 0,-1.0791175,0.15115638,-,Digit 0
Digit 1,0.3266054,0.30205283,-,Digit 1
Digit 3,-0.25674155,0.09154761,-,Digit 3
Digit 7,0.61154693,-0.40280518,-,Digit 7
Digit 1,0.3727771,0.34377712,-,Digit 1
Digit 3,-0.46852437,0.13244478,-,Digit 3
Digit 2,0.09505356,0.3347952,-,Digit 2
Digit 3,-0.35804698,0.09438622,-,Digit 3
Digit 0,-1.0916152,0.14295433,-,Digit 0
Digit 0,-0.757667,0.1520327,-,Digit 0
Digit 7,0.5027011,-0.5274658,-,Digit 7
Digit 5,-0.4392681,0.094605386,-,Digit 5
Digit 3,-0.2709138,0.0314471,-,Digit 3
Digit 8,-0.38754904,0.05638963,-,Digit 8
Digit 9,0.36904085,-0.44584236,-,Digit 9
Digit 6,-0.48469448,0.124808975,-,Digit 6
Digit 3,-0.3985416,0.08239651,-,Digit 3
Digit 7,0.41553357,0.34711012,-,Digit 7
Digit 4,0.2671125,-0.544643,-,Digit 4
Digit 4,0.46599934,-0.39385352,-,Digit 4
Digit 8,0.08550525,0.11231438,-,Digit 8
Digit 6,-0.6883521,0.15725416,-,Digit 6
Digit 4,0.36418375,-0.38364655,-,Digit 4
Digit 3,-0.3684692,0.10198849,-,Digit 3
Digit 5,-0.38125667,0.05918896,-,Digit 5
Digit 7,0.6465539,-0.53791213,-,Digit 7
Digit 8,0.009735025,0.12756231,-,Digit 8
Digit 4,0.5370031,-0.4342478,-,Digit 4
Digit 9,0.3493805,-0.47395718,-,Digit 9
Digit 7,0.470537,-0.05994038,-,Digit 7
Digit 9,0.5095637,-0.4612439,-,Digit 9
Digit 8,0.26625642,0.17998575,-,Digit 8
Digit 0,-0.95452046,0.109267116,-,Digit 0
Digit 2,0.18148983,0.44508272,-,Digit 2
Digit 9,0.4428822,0.23696783,-,Digit 9
Digit 5,-0.41600135,0.06418655,-,Digit 5
Digit 6,-0.75088954,0.16667557,-,Digit 6
Digit 7,0.6205915,-0.4059465,-,Digit 7
Digit 4,0.5522693,-0.35602596,-,Digit 4
Digit 2,0.109672144,0.43662655,-,Digit 2
Digit 9,-0.5979539,-0.0057275295,-,Digit 9
Digit 7,0.6123733,-0.5770867,-,Digit 7
Digit 9,0.5107804,-0.36916676,-,Digit 9
Digit 6,-0.8144475,0.05994317,-,Digit 6
Digit 3,-0.31810504,0.14389792,-,Digit 3
Digit 9,0.42438677,-0.030849466,-,Digit 9
Digit 3,-0.27189168,0.16786543,-,Digit 3
Digit 5,0.28284746,-0.25953057,-,Digit 5
Digit 9,0.41049257,-0.5018303,-,Digit 9
Digit 7,0.6218629,-0.36700824,-,Digit 7
Digit 2,0.09184041,0.44097167,-,Digit 2
Digit 2,-0.2936209,0.2754688,-,Digit 2
Digit 8,0.31742004,0.011136307,-,Digit 8
Digit 8,-0.02782209,0.16656515,-,Digit 8
Digit 9,0.36810818,-0.51501054,-,Digit 9
Digit 1,0.38361466,0.4365482,-,Digit 1
Digit 8,0.24571525,0.20722464,-,Digit 8
Digit 4,0.54345936,-0.4415248,-,Digit 4
Digit 7,0.6228283,-0.40833014,-,Digit 7
Digit 0,-0.9720523,0.15864424,-,Digit 0
Digit 3,-0.29847857,0.068417266,-,Digit 3
Digit 5,-0.0693265,0.05467987,-,Digit 5
Digit 7,0.55551827,-0.2818966,-,Digit 7
Digit 5,0.07842267,0.08497155,-,Digit 5
