,x,y,mannual_label,correct_label
Digit 2,3.6495337,43.672157,-,Digit 2
Digit 7,28.486914,-24.097338,-,Digit 7
Digit 1,37.868027,16.277819,-,Digit 1
Digit 3,-17.8282,26.93026,-,Digit 3
Digit 5,-13.45925,2.1429565,-,Digit 5
Digit 3,-19.303032,13.644487,-,Digit 3
Digit 8,-0.37454417,10.733859,-,Digit 8
Digit 6,-27.784254,-12.311435,-,Digit 6
Digit 7,22.798656,-33.834675,-,Digit 7
Digit 0,-47.85036,-3.1427019,-,Digit 0
Digit 3,-8.970821,9.815497,-,Digit 3
Digit 3,-14.160886,29.327787,-,Digit 3
Digit 1,30.500313,27.726171,-,Digit 1
Digit 2,-2.745227,37.734325,-,Digit 2
Digit 1,29.055695,32.16031,-,Digit 1
Digit 0,-43.481007,3.4773219,-,Digit 0
Digit 0,-49.717384,9.242744,-,Digit 0
Digit 3,-13.100363,27.821676,-,Digit 3
Digit 9,-2.456461,-33.165337,-,Digit 9
Digit 0,-50.420033,1.8965852,-,Digit 0
Digit 0,-42.574745,20.442741,-,Digit 0
Digit 7,36.315212,-22.825268,-,Digit 7
Digit 6,-33.40709,-19.378576,-,Digit 6
Digit 7,28.29952,-29.597013,-,Digit 7
Digit 7,33.688442,-27.236046,-,Digit 7
Digit 7,29.592644,-25.109098,-,Digit 7
Digit 0,-46.16306,10.940558,-,Digit 0
Digit 8,-17.839912,7.656763,-,Digit 8
Digit 2,7.441763,-5.5299225,-,Digit 2
Digit 0,-45.92105,10.410322,-,Digit 0
Digit 1,38.009266,6.4188113,-,Digit 1
Digit 3,-16.514992,11.508874,-,Digit 3
Digit 7,38.127293,-25.595978,-,Digit 7
Digit 1,40.31185,8.699728,-,Digit 1
Digit 3,-22.847366,20.926538,-,Digit 3
Digit 2,8.835635,27.977829,-,Digit 2
Digit 3,-10.502171,15.114706,-,Digit 3
Digit 0,-45.983223,10.129938,-,Digit 0
Digit 0,-34.40943,12.782585,-,Digit 0
Digit 7,20.342833,-37.313076,-,Digit 7
Digit 5,-20.453701,-0.2684224,-,Digit 5
Digit 3,-11.653027,11.568948,-,Digit 3
Digit 8,-20.24909,9.868822,-,Digit 8
Digit 9,6.387243,-25.703913,-,Digit 9
Digit 6,-24.841677,-7.254084,-,Digit 6
Digit 3,-20.978504,11.772868,-,Digit 3
Digit 7,36.6652,22.12786,-,Digit 7
Digit 4,-11.168116,-37.369106,-,Digit 4
Digit 4,16.974195,-11.5227,-,Digit 4
Digit 8,8.202708,11.908917,-,Digit 8
Digit 6,-30.07259,-14.3775,-,Digit 6
Digit 4,-0.7465501,-21.605995,-,Digit 4
Digit 3,-20.638773,13.882782,-,Digit 3
Digit 5,-16.8991,-1.1805123,-,Digit 5
Digit 7,31.425129,-30.083725,-,Digit 7
Digit 8,-0.78099406,11.0777855,-,Digit 8
Digit 4,19.845316,-11.084081,-,Digit 4
Digit 9,1.7414681,-28.722347,-,Digit 9
Digit 7,34.41246,-11.555659,-,Digit 7
Digit 9,14.493884,-23.464443,-,Digit 9
Digit 8,19.867641,10.375858,-,Digit 8
Digit 0,-38.81794,4.355195,-,Digit 0
Digit 2,5.225837,38.429554,-,Digit 2
Digit 9,32.14621,18.414793,-,Digit 9
Digit 5,-17.150578,2.668879,-,Digit 5
Digit 6,-31.372915,-8.882368,-,Digit 6
Digit 7,37.340603,-25.132696,-,Digit 7
Digit 4,22.885195,-9.666201,-,Digit 4
Digit 2,1.524651,42.533245,-,Digit 2
Digit 9,-15.7049,-34.999973,-,Digit 9
Digit 7,25.717,-35.209465,-,Digit 7
Digit 9,21.351778,-16.442232,-,Digit 9
Digit 6,-31.980389,-30.833635,-,Digit 6
Digit 3,-15.810032,22.939606,-,Digit 3
Digit 9,22.491161,7.477193,-,Digit 9
Digit 3,-19.126043,23.69121,-,Digit 3
Digit 5,-1.5473481,-13.924224,-,Digit 5
Digit 9,10.571264,-30.170626,-,Digit 9
Digit 7,34.89636,-24.894104,-,Digit 7
Digit 2,-1.649979,41.542717,-,Digit 2
Digit 2,-9.235313,46.50719,-,Digit 2
Digit 8,21.975788,6.894104,-,Digit 8
Digit 8,6.1274595,14.523425,-,Digit 8
Digit 9,5.776775,-30.366898,-,Digit 9
Digit 1,24.990644,25.75191,-,Digit 1
Digit 8,-4.236527,5.9603105,-,Digit 8
Digit 4,12.13659,-13.418542,-,Digit 4
Digit 7,38.431187,-24.966248,-,Digit 7
Digit 0,-40.738766,14.702121,-,Digit 0
Digit 3,-17.544786,11.185114,-,Digit 3
Digit 5,-0.23776789,-4.1192575,-,Digit 5
Digit 7,32.833603,-21.303724,-,Digit 7
Digit 5,2.5814152,-4.001864,-,Digit 5
Digit 6,-27.099422,-18.271698,-,Digit 6
Digit 0,-35.188328,12.670175,-,Digit 0
Digit 4,13.256162,-9.879629,-,Digit 4
Digit 6,-28.422663,-11.447591,-,Digit 6
Digit 1,30.84879,12.859254,-,Digit 1
Digit 0,-36.255005,-0.11520114,-,Digit 0
Digit 8,12.399601,15.38811,-,Digit 8
Digit 1,40.38754,19.52955,-,Digit 1
Digit 9,5.95037,-26.836016,-,Digit 9
Digit 3,-24.899847,28.110353,-,Digit 3
Digit 1,24.068975,26.01566,-,Digit 1
Digit 2,0.9003183,36.040894,-,Digit 2
Digit 8,2.1712742,14.7075815,-,Digit 8
Digit 3,-0.8188791,19.997883,-,Digit 3
Digit 1,30.49636,26.26935,-,Digit 1
Digit 6,-24.811386,-18.810413,-,Digit 6
Digit 7,22.580732,-28.298893,-,Digit 7
Digit 7,33.325592,-33.245384,-,Digit 7
Digit 2,0.8401344,38.386395,-,Digit 2
Digit 5,-11.196125,-4.3678503,-,Digit 5
Digit 2,-2.7286937,41.95608,-,Digit 2
Digit 3,-13.25523,23.030657,-,Digit 3
Digit 3,-20.305332,19.870808,-,Digit 3
Digit 7,33.92124,-16.49207,-,Digit 7
Digit 3,-7.6538305,21.95485,-,Digit 3
Digit 3,-10.082334,17.732502,-,Digit 3
Digit 3,-14.138982,17.442877,-,Digit 3
Digit 2,-10.6014595,42.831257,-,Digit 2
Digit 3,-20.0205,20.186369,-,Digit 3
Digit 5,-18.190151,9.161084,-,Digit 5
Digit 6,26.85159,18.01681,-,Digit 6
Digit 1,30.861555,22.71836,-,Digit 1
Digit 4,-7.0202084,-38.580616,-,Digit 4
Digit 7,25.31236,-34.707546,-,Digit 7
Digit 7,23.298565,-35.72956,-,Digit 7
Digit 6,-27.849857,-22.878515,-,Digit 6
Digit 2,-1.3263744,34.579166,-,Digit 2
Digit 6,-30.285715,-30.342888,-,Digit 6
Digit 7,21.920237,-36.951904,-,Digit 7
Digit 0,-40.095325,15.344536,-,Digit 0
Digit 3,-18.283306,19.945515,-,Digit 3
Digit 0,-43.856537,12.8882065,-,Digit 0
Digit 4,-20.900417,-16.462286,-,Digit 4
Digit 4,-10.92843,-28.933306,-,Digit 4
Digit 2,4.297651,45.801094,-,Digit 2
Digit 5,-13.700439,5.688197,-,Digit 5
Digit 1,23.416378,36.404465,-,Digit 1
Digit 9,6.075781,-19.570694,-,Digit 9
Digit 0,-17.86888,-33.05173,-,Digit 0
Digit 6,-26.466883,-22.327028,-,Digit 6
Digit 2,1.7071024,5.244455,-,Digit 2
Digit 7,25.259754,-42.613247,-,Digit 7
Digit 1,27.096436,27.491581,-,Digit 1
Digit 5,-21.271097,1.9663126,-,Digit 5
Digit 4,21.788559,-4.738508,-,Digit 4
Digit 6,-32.78778,-31.540796,-,Digit 6
Digit 6,-23.610516,-13.47244,-,Digit 6
Digit 6,-24.015648,-17.928665,-,Digit 6
Digit 9,22.637798,-16.22152,-,Digit 9
Digit 9,15.12612,-29.59559,-,Digit 9
Digit 9,24.071566,-16.049227,-,Digit 9
Digit 8,0.33317932,10.591098,-,Digit 8
Digit 9,-3.6112742,-32.056087,-,Digit 9
Digit 3,-11.719685,23.065292,-,Digit 3
Digit 9,18.79111,-22.112373,-,Digit 9
Digit 7,26.304832,-39.230915,-,Digit 7
Digit 2,-9.473175,43.352997,-,Digit 2
Digit 7,21.63825,-39.07407,-,Digit 7
Digit 9,-5.4232807,-33.089592,-,Digit 9
Digit 3,-9.833248,13.064028,-,Digit 3
Digit 4,9.691305,-17.297026,-,Digit 4
Digit 7,39.302166,-23.172997,-,Digit 7
Digit 7,30.111225,-20.545006,-,Digit 7
Digit 9,25.782152,-11.435673,-,Digit 9
Digit 0,-36.794243,12.547244,-,Digit 0
Digit 3,-10.586453,28.357862,-,Digit 3
Digit 3,-5.915843,15.807867,-,Digit 3
Digit 9,22.136585,-14.574277,-,Digit 9
Digit 8,9.315303,4.594327,-,Digit 8
Digit 8,8.778011,15.585223,-,Digit 8
Digit 5,1.480008,-5.787529,-,Digit 5
Digit 0,-44.869164,-3.1587768,-,Digit 0
Digit 9,14.738791,-30.385721,-,Digit 9
Digit 4,19.888056,-10.902625,-,Digit 4
Digit 1,40.390285,-0.26472807,-,Digit 1
Digit 1,37.0152,18.87565,-,Digit 1
Digit 0,-41.26425,18.397945,-,Digit 0
Digit 6,-31.536789,-23.833113,-,Digit 6
Digit 3,-12.726212,11.720683,-,Digit 3
Digit 1,36.427853,3.406752,-,Digit 1
Digit 1,32.233353,15.005933,-,Digit 1
Digit 8,18.077929,14.550955,-,Digit 8
Digit 4,2.1153078,-40.404236,-,Digit 4
Digit 4,19.615635,-6.9766846,-,Digit 4
Digit 3,-21.070274,13.2894335,-,Digit 3
Digit 4,1.4074361,-27.886202,-,Digit 4
Digit 9,5.7907453,-18.060234,-,Digit 9
Digit 9,22.438702,-20.333956,-,Digit 9
Digit 1,38.72564,14.092976,-,Digit 1
Digit 7,39.642,-24.421432,-,Digit 7
Digit 1,28.353113,23.021204,-,Digit 1
Digit 2,-3.149415,46.96572,-,Digit 2
Digit 1,32.96113,22.392063,-,Digit 1
Digit 4,18.496025,-3.7035635,-,Digit 4
Digit 2,3.9818945,43.05097,-,Digit 2
Digit 5,0.96717894,-5.361014,-,Digit 5
Digit 8,18.983582,18.957132,-,Digit 8
Digit 6,-26.94917,-26.434834,-,Digit 6
Digit 7,31.792973,-30.380014,-,Digit 7
Digit 1,37.452225,14.269619,-,Digit 1
Digit 4,21.186611,-4.008778,-,Digit 4
Digit 6,-22.90211,-18.767925,-,Digit 6
Digit 2,11.144192,27.758574,-,Digit 2
Digit 4,-2.6232657,-27.616024,-,Digit 4
Digit 3,-23.002403,14.998202,-,Digit 3
Digit 9,6.060124,-30.175491,-,Digit 9
Digit 1,30.884123,22.9472,-,Digit 1
Digit 3,-8.144048,22.09903,-,Digit 3
Digit 6,-24.323185,-9.2538595,-,Digit 6
Digit 4,9.638942,-33.28035,-,Digit 4
Digit 9,20.576109,-18.684456,-,Digit 9
Digit 6,-24.852535,-13.5659895,-,Digit 6
Digit 1,27.568275,27.816164,-,Digit 1
Digit 1,41.266163,-0.7531607,-,Digit 1
Digit 9,-13.798872,13.978405,-,Digit 9
Digit 7,30.61762,-36.9811,-,Digit 7
Digit 0,-39.04299,5.1053534,-,Digit 0
Digit 1,34.472343,5.2633758,-,Digit 1
Digit 0,-41.05106,1.6735258,-,Digit 0
Digit 0,-20.637285,27.309528,-,Digit 0
Digit 0,-47.06496,7.7869062,-,Digit 0
Digit 3,-12.004528,22.058414,-,Digit 3
Digit 7,24.036997,-31.051748,-,Digit 7
Digit 5,-14.655169,-3.175657,-,Digit 5
Digit 0,-44.604485,5.475721,-,Digit 0
Digit 1,25.974419,27.810522,-,Digit 1
Digit 7,35.781178,-27.280313,-,Digit 7
Digit 1,39.680298,0.46805334,-,Digit 1
Digit 3,-15.639939,28.237986,-,Digit 3
Digit 2,-36.63774,5.514183,-,Digit 2
Digit 0,-48.896645,9.92263,-,Digit 0
Digit 3,-3.6371398,21.950693,-,Digit 3
