,x,y,mannual_label,correct_label
Digit 2,11.240416,42.928432,-,Digit 2
Digit 7,25.902668,-25.79804,-,Digit 7
Digit 1,39.512848,10.606998,-,Digit 1
Digit 3,-15.559904,29.099571,-,Digit 3
Digit 5,-15.141457,-2.6263878,-,Digit 5
Digit 3,-20.81881,15.256356,-,Digit 3
Digit 8,-0.934498,14.400862,-,Digit 8
Digit 6,-28.668304,-9.397513,-,Digit 6
Digit 7,21.380497,-37.528458,-,Digit 7
Digit 0,-52.83426,-5.723624,-,Digit 0
Digit 3,-12.01586,13.42544,-,Digit 3
Digit 3,-11.602084,28.735397,-,Digit 3
Digit 1,33.344555,22.36511,-,Digit 1
Digit 2,7.853035,31.657515,-,Digit 2
Digit 1,31.085306,26.445347,-,Digit 1
Digit 0,-52.24982,0.37218565,-,Digit 0
Digit 0,-54.673866,4.984708,-,Digit 0
Digit 3,-13.33591,26.945642,-,Digit 3
Digit 9,-2.314356,-30.747726,-,Digit 9
Digit 0,-52.95297,1.2933514,-,Digit 0
Digit 0,-46.443245,15.903102,-,Digit 0
Digit 7,31.96677,-24.602417,-,Digit 7
Digit 6,-34.27093,-15.128934,-,Digit 6
Digit 7,25.35581,-30.945751,-,Digit 7
Digit 7,30.498873,-29.407562,-,Digit 7
Digit 7,26.756372,-27.498692,-,Digit 7
Digit 0,-51.318222,7.463363,-,Digit 0
Digit 8,-22.013136,10.304763,-,Digit 8
Digit 2,11.339675,-1.7717975,-,Digit 2
Digit 0,-50.2779,6.3568606,-,Digit 0
Digit 1,34.584156,2.732416,-,Digit 1
Digit 3,-19.607456,14.214853,-,Digit 3
Digit 7,34.48165,-26.438534,-,Digit 7
Digit 1,38.606766,4.0368924,-,Digit 1
Digit 3,-24.317097,21.997688,-,Digit 3
Digit 2,18.68497,36.63936,-,Digit 2
Digit 3,-13.6103945,21.624624,-,Digit 3
Digit 0,-50.41212,5.3742967,-,Digit 0
Digit 0,-40.31956,7.9315634,-,Digit 0
Digit 7,17.843021,-37.49071,-,Digit 7
Digit 5,-17.06184,1.2844465,-,Digit 5
Digit 3,-15.984046,11.596593,-,Digit 3
Digit 8,-22.73087,12.024143,-,Digit 8
Digit 9,3.7968705,-25.973045,-,Digit 9
Digit 6,-25.46052,-5.4492326,-,Digit 6
Digit 3,-21.747501,14.296387,-,Digit 3
Digit 7,40.38075,15.974488,-,Digit 7
Digit 4,-11.874075,-33.695774,-,Digit 4
Digit 4,15.413064,-13.455099,-,Digit 4
Digit 8,10.850489,11.348312,-,Digit 8
Digit 6,-30.386015,-10.903011,-,Digit 6
Digit 4,-1.5343983,-19.021446,-,Digit 4
Digit 3,-22.579845,15.385706,-,Digit 3
Digit 5,-14.029276,1.7913429,-,Digit 5
Digit 7,27.306498,-32.93359,-,Digit 7
Digit 8,-0.07278249,14.386531,-,Digit 8
