,x,y,mannual_label,correct_label
Digit 2,12.370669,31.940454,-,Digit 2
Digit 7,16.663868,-20.414251,-,Digit 7
Digit 1,32.136448,3.3699248,-,Digit 1
Digit 3,-3.1203778,23.59553,-,Digit 3
Digit 5,-10.302635,4.6339107,-,Digit 5
Digit 3,-12.263327,14.291714,-,Digit 3
Digit 8,1.7172071,6.0005,-,Digit 8
Digit 6,-19.822996,21.52356,-,Digit 6
Digit 7,10.414519,-27.729774,-,Digit 7
Digit 0,-34.997345,0.1460333,-,Digit 0
Digit 3,-3.0628078,-1.7631185,-,Digit 3
Digit 3,-0.5595798,21.357664,-,Digit 3
Digit 1,27.74431,15.600717,-,Digit 1
Digit 2,11.34734,27.577097,-,Digit 2
Digit 1,26.131315,18.767109,-,Digit 1
Digit 0,-28.037909,-4.898831,-,Digit 0
Digit 0,-32.893135,-11.251881,-,Digit 0
Digit 3,-0.31985357,20.432545,-,Digit 3
Digit 9,-8.364053,-23.852348,-,Digit 9
Digit 0,-35.150658,-5.052258,-,Digit 0
Digit 0,-22.640442,-19.253725,-,Digit 0
Digit 7,24.571741,-21.831959,-,Digit 7
Digit 6,-29.090567,16.14463,-,Digit 6
Digit 7,15.246972,-25.898712,-,Digit 7
Digit 7,20.88458,-24.748987,-,Digit 7
Digit 7,17.189686,-20.81361,-,Digit 7
Digit 0,-30.16638,-12.344918,-,Digit 0
Digit 8,-8.208095,7.976353,-,Digit 8
Digit 2,-14.038296,-15.798609,-,Digit 2
Digit 0,-30.2888,-11.890962,-,Digit 0
Digit 1,28.83913,-4.044388,-,Digit 1
Digit 3,-10.109302,12.280995,-,Digit 3
Digit 7,25.597786,-24.414413,-,Digit 7
Digit 1,31.129215,-2.657799,-,Digit 1
Digit 3,-11.0602045,21.87465,-,Digit 3
Digit 2,12.493504,17.939556,-,Digit 2
Digit 3,-3.176004,11.631878,-,Digit 3
Digit 0,-30.234203,-12.198232,-,Digit 0
Digit 0,-20.293169,-10.006592,-,Digit 0
Digit 7,6.110518,-27.834387,-,Digit 7
Digit 5,-17.264545,4.6630144,-,Digit 5
Digit 3,-5.2393765,11.156106,-,Digit 3
Digit 8,-14.705592,10.319489,-,Digit 8
Digit 9,-0.34173986,-17.031408,-,Digit 9
Digit 6,-16.507952,19.21241,-,Digit 6
Digit 3,-11.085637,11.698851,-,Digit 3
Digit 7,28.435167,7.8742433,-,Digit 7
Digit 4,-17.058132,-25.218441,-,Digit 4
Digit 4,8.88004,-8.1320915,-,Digit 4
Digit 8,12.445356,6.3518248,-,Digit 8
Digit 6,-24.878006,20.965343,-,Digit 6
Digit 4,-6.5875907,-13.185247,-,Digit 4
Digit 3,-12.1848955,12.929315,-,Digit 3
Digit 5,-14.205626,3.087647,-,Digit 5
Digit 7,18.043705,-26.981396,-,Digit 7
Digit 8,1.3473582,6.5321274,-,Digit 8
Digit 4,10.883868,-9.086266,-,Digit 4
Digit 9,-4.2682447,-21.151829,-,Digit 9
Digit 7,10.286691,-23.44002,-,Digit 7
Digit 9,6.5352554,-16.102207,-,Digit 9
Digit 8,17.904346,3.3329878,-,Digit 8
Digit 0,-25.448685,-4.5693464,-,Digit 0
Digit 2,12.44013,23.25907,-,Digit 2
Digit 9,29.73388,12.754165,-,Digit 9
Digit 5,-17.277588,8.840912,-,Digit 5
Digit 6,-20.75751,18.472496,-,Digit 6
Digit 7,24.87906,-23.950102,-,Digit 7
Digit 4,13.227296,-7.8599052,-,Digit 4
Digit 2,10.474089,31.096016,-,Digit 2
Digit 9,-17.380676,-21.36074,-,Digit 9
Digit 7,10.481896,-29.995071,-,Digit 7
Digit 9,12.990339,-13.712816,-,Digit 9
Digit 6,-31.83887,8.657669,-,Digit 6
Digit 3,-5.6146264,23.024355,-,Digit 3
Digit 9,17.96115,-0.20678797,-,Digit 9
Digit 3,-8.413386,24.922829,-,Digit 3
Digit 5,-4.0843577,-8.314805,-,Digit 5
Digit 9,2.6519046,-21.5693,-,Digit 9
Digit 7,21.44202,-23.008154,-,Digit 7
Digit 2,8.13462,25.637272,-,Digit 2
Digit 2,-18.23292,-6.9679823,-,Digit 2
Digit 8,17.515572,-0.15514614,-,Digit 8
Digit 8,6.896403,7.1302886,-,Digit 8
Digit 9,-0.5766473,-21.180368,-,Digit 9
Digit 1,22.163666,14.955374,-,Digit 1
Digit 8,-0.9012922,-0.93701386,-,Digit 8
Digit 4,4.147339,-9.860763,-,Digit 4
Digit 7,25.731411,-23.905005,-,Digit 7
Digit 0,-23.987926,-14.641097,-,Digit 0
Digit 3,-10.407124,11.944092,-,Digit 3
Digit 5,-13.770999,-9.717832,-,Digit 5
Digit 7,21.545258,-19.963865,-,Digit 7
Digit 5,-14.3296995,-12.108953,-,Digit 5
Digit 6,-23.945269,22.904425,-,Digit 6
Digit 0,-20.800741,-9.955794,-,Digit 0
Digit 4,6.1980567,-6.8669467,-,Digit 4
Digit 6,-19.895884,20.807278,-,Digit 6
Digit 1,23.021727,2.9788609,-,Digit 1
Digit 0,-25.043827,1.2978485,-,Digit 0
Digit 8,11.879768,8.549187,-,Digit 8
Digit 1,28.5812,4.72797,-,Digit 1
Digit 9,-0.33853668,-18.567577,-,Digit 9
Digit 3,-16.844717,13.503423,-,Digit 3
Digit 1,21.583584,15.327887,-,Digit 1
Digit 2,13.795914,25.678883,-,Digit 2
Digit 8,5.1186585,7.6463537,-,Digit 8
Digit 3,-12.431699,4.0412936,-,Digit 3
Digit 1,27.527788,13.264888,-,Digit 1
Digit 6,-21.302952,26.833963,-,Digit 6
Digit 7,12.30819,-21.333942,-,Digit 7
Digit 7,18.401087,-30.104536,-,Digit 7
Digit 2,11.95787,24.805143,-,Digit 2
Digit 5,-14.43471,-1.6781912,-,Digit 5
Digit 2,7.6644273,26.086512,-,Digit 2
Digit 3,-5.241413,19.934526,-,Digit 3
Digit 3,-8.6378765,19.518394,-,Digit 3
Digit 7,21.277523,-16.157242,-,Digit 7
