,x,y,mannual_label,correct_label
Digit 2,9.610208,41.83244,-,Digit 2
Digit 7,25.974249,-21.736172,-,Digit 7
Digit 1,37.06463,11.33132,-,Digit 1
Digit 3,-15.21155,28.164778,-,Digit 3
Digit 5,-14.109188,5.104212,-,Digit 5
Digit 3,-20.91561,14.892337,-,Digit 3
Digit 8,-1.4958333,13.942726,-,Digit 8
Digit 6,-24.637833,-9.637277,-,Digit 6
Digit 7,21.098175,-30.90575,-,Digit 7
Digit 0,-47.66094,-6.942677,-,Digit 0
Digit 3,-13.169311,13.551518,-,Digit 3
Digit 3,-11.39528,27.525284,-,Digit 3
Digit 1,30.168783,21.71989,-,Digit 1
Digit 2,5.941718,31.118828,-,Digit 2
Digit 1,27.50234,25.171053,-,Digit 1
Digit 0,-46.963047,-1.2696644,-,Digit 0
Digit 0,-50.369843,2.5306492,-,Digit 0
Digit 3,-12.745316,26.022734,-,Digit 3
Digit 9,-0.65378875,-29.098886,-,Digit 9
Digit 0,-49.08542,-0.43065977,-,Digit 0
Digit 0,-34.369247,-1.7362372,-,Digit 0
Digit 7,32.466152,-22.187906,-,Digit 7
Digit 6,-29.899578,-15.268693,-,Digit 6
Digit 7,25.46515,-27.019705,-,Digit 7
Digit 7,30.274805,-25.635874,-,Digit 7
Digit 7,26.85354,-23.400772,-,Digit 7
Digit 0,-47.412193,5.588876,-,Digit 0
Digit 8,-20.629227,10.042832,-,Digit 8
Digit 2,9.740106,-0.8714841,-,Digit 2
Digit 0,-46.31576,4.6921177,-,Digit 0
Digit 1,33.150555,3.4932706,-,Digit 1
Digit 3,-20.05792,13.951616,-,Digit 3
Digit 7,34.250454,-24.543867,-,Digit 7
Digit 1,36.820095,5.0250325,-,Digit 1
Digit 3,-23.782454,22.089008,-,Digit 3
Digit 2,16.174162,35.43943,-,Digit 2
Digit 3,-12.991664,18.3837,-,Digit 3
Digit 0,-46.328743,3.7373655,-,Digit 0
Digit 0,-37.01357,7.267851,-,Digit 0
Digit 7,18.933031,-33.9231,-,Digit 7
Digit 5,-16.735125,0.7736209,-,Digit 5
Digit 3,-14.743862,12.203309,-,Digit 3
Digit 8,-21.09708,11.281079,-,Digit 8
Digit 9,4.9468865,-24.300919,-,Digit 9
Digit 6,-21.147604,-6.0079646,-,Digit 6
Digit 3,-21.622305,13.287236,-,Digit 3
Digit 7,37.364525,16.473953,-,Digit 7
Digit 4,-9.207465,-32.676624,-,Digit 4
Digit 4,14.512299,-11.331532,-,Digit 4
Digit 8,9.756716,11.291189,-,Digit 8
Digit 6,-26.530836,-11.008577,-,Digit 6
Digit 4,-0.5938359,-18.344673,-,Digit 4
Digit 3,-22.344593,14.034607,-,Digit 3
Digit 5,-15.256109,1.3043166,-,Digit 5
Digit 7,27.818773,-28.58113,-,Digit 7
Digit 8,-0.7502044,13.935305,-,Digit 8
Digit 4,17.17436,-9.48447,-,Digit 4
Digit 9,1.696331,-24.17429,-,Digit 9
Digit 7,32.84097,-12.781131,-,Digit 7
Digit 9,14.240424,-23.68102,-,Digit 9
Digit 8,14.084906,10.1105,-,Digit 8
Digit 0,-41.18286,-1.3810077,-,Digit 0
Digit 2,10.298296,34.02229,-,Digit 2
Digit 9,24.295704,11.4337845,-,Digit 9
Digit 5,-20.251612,1.5628169,-,Digit 5
Digit 6,-28.186663,-6.0879264,-,Digit 6
Digit 7,33.334644,-24.261185,-,Digit 7
Digit 4,19.63021,-8.162991,-,Digit 4
Digit 2,6.79402,39.479694,-,Digit 2
Digit 9,-52.225266,-5.9227524,-,Digit 9
Digit 7,23.870289,-31.652704,-,Digit 7
Digit 9,18.454384,-15.9164915,-,Digit 9
Digit 6,-29.5415,-25.245596,-,Digit 6
Digit 3,-17.781954,22.821781,-,Digit 3
Digit 9,17.276033,9.819172,-,Digit 9
Digit 3,-16.26197,24.177364,-,Digit 3
Digit 5,-3.7017488,-8.932233,-,Digit 5
Digit 9,9.283004,-28.69313,-,Digit 9
Digit 7,30.814417,-22.591246,-,Digit 7
Digit 2,2.9035518,36.010777,-,Digit 2
Digit 2,-4.0992837,40.96574,-,Digit 2
Digit 8,16.905087,8.900029,-,Digit 8
Digit 8,2.5580456,16.369654,-,Digit 8
Digit 9,5.0117097,-27.883455,-,Digit 9
Digit 1,33.757458,24.109047,-,Digit 1
Digit 8,-7.5346656,8.909062,-,Digit 8
Digit 4,12.154487,-15.141349,-,Digit 4
Digit 7,34.26042,-23.915508,-,Digit 7
Digit 0,-42.037384,9.148199,-,Digit 0
Digit 3,-20.699305,13.538188,-,Digit 3
Digit 5,2.1612864,-0.6967605,-,Digit 5
Digit 7,27.53039,-18.96335,-,Digit 7
Digit 5,4.609956,-0.64051044,-,Digit 5
Digit 6,-23.988165,-15.472241,-,Digit 6
Digit 0,-38.135418,7.9344196,-,Digit 0
Digit 4,9.975087,-11.727944,-,Digit 4
Digit 6,-25.63954,-8.7518835,-,Digit 6
Digit 1,31.187395,10.185367,-,Digit 1
Digit 0,-39.6989,-4.396767,-,Digit 0
Digit 8,7.7584057,17.560663,-,Digit 8
Digit 1,39.959797,12.434216,-,Digit 1
Digit 9,5.758971,-23.868425,-,Digit 9
Digit 3,-13.672351,32.99498,-,Digit 3
Digit 1,26.112617,22.150003,-,Digit 1
Digit 2,9.301259,31.011282,-,Digit 2
Digit 8,-2.3309925,15.701505,-,Digit 8
Digit 3,-8.131253,24.267664,-,Digit 3
Digit 1,30.70403,20.888111,-,Digit 1
Digit 6,-22.560957,-15.837666,-,Digit 6
Digit 7,21.00321,-25.758728,-,Digit 7
Digit 7,29.873188,-31.197985,-,Digit 7
Digit 2,7.198023,34.131916,-,Digit 2
Digit 5,-9.834132,-0.2503544,-,Digit 5
