,x,y,mannual_label,correct_label
Digit 2,-0.0383488,0.025362128,-,Digit 2
Digit 7,0.40481833,-0.14835386,-,Digit 7
Digit 1,0.094912335,-0.011384244,-,Digit 1
Digit 3,-0.30263928,0.10913542,-,Digit 3
Digit 5,-0.10935242,0.03476543,-,Digit 5
Digit 3,-0.21343905,0.07724955,-,Digit 3
Digit 8,-0.05592414,0.026104212,-,Digit 8
Digit 6,-0.36444846,0.12452433,-,Digit 6
Digit 7,0.48688957,-0.18661769,-,Digit 7
Digit 0,-0.53147227,0.17772153,-,Digit 0
Digit 3,-0.018810632,0.013012712,-,Digit 3
Digit 3,-0.2158646,0.08040192,-,Digit 3
Digit 1,0.10587123,-0.010723895,-,Digit 1
Digit 2,0.008504038,0.009487345,-,Digit 2
Digit 1,0.10976248,-0.017098315,-,Digit 1
Digit 0,-0.66772825,0.22266604,-,Digit 0
Digit 0,-0.57527554,0.19158933,-,Digit 0
Digit 3,-0.19285768,0.073183104,-,Digit 3
Digit 9,0.36891502,-0.14819312,-,Digit 9
Digit 0,-0.6883997,0.22926612,-,Digit 0
Digit 0,-0.50899875,0.17012815,-,Digit 0
Digit 7,0.44515276,-0.16238262,-,Digit 7
Digit 6,-0.40830708,0.1367392,-,Digit 6
Digit 7,0.4788004,-0.17950667,-,Digit 7
Digit 7,0.48945355,-0.18160728,-,Digit 7
Digit 7,0.4414731,-0.16339718,-,Digit 7
Digit 0,-0.69137204,0.23105617,-,Digit 0
Digit 8,-0.21256535,0.07582661,-,Digit 8
Digit 2,0.16938096,-0.05637022,-,Digit 2
Digit 0,-0.67490286,0.22640796,-,Digit 0
Digit 1,0.06960528,-0.008069601,-,Digit 1
Digit 3,-0.14883691,0.056683987,-,Digit 3
Digit 7,0.44788635,-0.16530252,-,Digit 7
Digit 1,0.08542978,-0.010335612,-,Digit 1
Digit 3,-0.32319003,0.11511107,-,Digit 3
Digit 2,-0.04286049,0.032211933,-,Digit 2
Digit 3,-0.2343923,0.0847782,-,Digit 3
Digit 0,-0.6833343,0.22831298,-,Digit 0
Digit 0,-0.41602647,0.14188045,-,Digit 0
Digit 7,0.43555015,-0.16674033,-,Digit 7
Digit 5,-0.27079594,0.094822906,-,Digit 5
Digit 3,-0.15966216,0.056789983,-,Digit 3
Digit 8,-0.23298506,0.081358574,-,Digit 8
