,x,y,mannual_label,correct_label
Digit 2,-0.5029011,-0.9246411,-,Digit 2
Digit 7,1.5849285,-0.30680284,-,Digit 7
Digit 1,0.34258565,-1.3334527,-,Digit 1
Digit 3,-0.5927107,0.70924145,-,Digit 3
Digit 5,-0.33595935,0.78042585,-,Digit 5
Digit 3,-0.4427605,0.76425457,-,Digit 3
Digit 8,-0.060159374,0.30494678,-,Digit 8
Digit 6,-1.6065768,-0.024436977,-,Digit 6
Digit 7,1.8467132,0.15646394,-,Digit 7
Digit 0,-1.9684113,0.9015609,-,Digit 0
Digit 3,-0.058210775,0.3415437,-,Digit 3
Digit 3,-0.51184016,0.58622265,-,Digit 3
Digit 1,0.5148302,-1.1009752,-,Digit 1
Digit 2,-0.51125884,-0.8201119,-,Digit 2
Digit 1,0.5043003,-0.9557686,-,Digit 1
Digit 0,-1.9436046,1.049073,-,Digit 0
Digit 0,-1.9414015,0.8681177,-,Digit 0
Digit 3,-0.45172086,0.6008804,-,Digit 3
Digit 9,1.2227433,0.7783698,-,Digit 9
Digit 0,-1.9842113,0.99788344,-,Digit 0
Digit 0,-1.8134099,0.7146643,-,Digit 0
Digit 7,1.5754467,-0.44817433,-,Digit 7
Digit 6,-1.9080131,-0.036239654,-,Digit 6
Digit 7,1.7641028,-0.19047453,-,Digit 7
Digit 7,1.7693596,-0.33039716,-,Digit 7
Digit 7,1.6625729,-0.27197108,-,Digit 7
Digit 0,-1.9793761,0.9897109,-,Digit 0
Digit 8,-0.39238307,0.80320233,-,Digit 8
Digit 2,0.5678756,-0.41541833,-,Digit 2
Digit 0,-1.9602262,0.9805459,-,Digit 0
Digit 1,0.28178117,-1.4524974,-,Digit 1
Digit 3,-0.37756616,0.7663205,-,Digit 3
Digit 7,1.6388077,-0.4194627,-,Digit 7
Digit 1,0.27607265,-1.4724628,-,Digit 1
Digit 3,-0.5930628,0.83514065,-,Digit 3
Digit 2,-0.19257866,-0.6483879,-,Digit 2
Digit 3,-0.41040227,0.84244627,-,Digit 3
Digit 0,-1.9686693,0.98215646,-,Digit 0
Digit 0,-1.6928929,0.7426804,-,Digit 0
Digit 7,1.7537835,0.19102986,-,Digit 7
Digit 5,-0.6679603,0.6379618,-,Digit 5
Digit 3,-0.25023055,0.78483087,-,Digit 3
Digit 8,-0.5307786,0.7764086,-,Digit 8
Digit 9,1.2017038,0.4381289,-,Digit 9
Digit 6,-1.2587106,0.0797357,-,Digit 6
Digit 3,-0.48377308,0.85749453,-,Digit 3
Digit 7,0.5273888,-1.0591264,-,Digit 7
Digit 4,1.1693087,0.8317782,-,Digit 4
Digit 4,1.3467196,-0.08404506,-,Digit 4
Digit 8,-0.020825274,-0.015702598,-,Digit 8
Digit 6,-1.7105073,-0.07024258,-,Digit 6
Digit 4,1.1137975,0.28544188,-,Digit 4
Digit 3,-0.45556664,0.8012828,-,Digit 3
Digit 5,-0.5569533,0.58534956,-,Digit 5
Digit 7,1.8832903,-0.17760277,-,Digit 7
Digit 8,-0.0053415215,0.16620438,-,Digit 8
Digit 4,1.3826227,-0.08866753,-,Digit 4
Digit 9,1.2767534,0.5351575,-,Digit 9
Digit 7,1.3651203,-0.3385623,-,Digit 7
Digit 9,1.3634748,0.09779865,-,Digit 9
Digit 8,0.27861002,-0.41077986,-,Digit 8
Digit 0,-1.779118,0.9725315,-,Digit 0
Digit 2,-0.33538306,-1.0316865,-,Digit 2
Digit 9,0.6280389,-0.9543973,-,Digit 9
Digit 5,-0.6714485,0.54659355,-,Digit 5
Digit 6,-1.6072354,0.0844131,-,Digit 6
Digit 7,1.6428096,-0.41768804,-,Digit 7
Digit 4,1.3488016,-0.26973277,-,Digit 4
Digit 2,-0.5390386,-0.98339194,-,Digit 2
Digit 9,-1.5835536,0.932397,-,Digit 9
Digit 7,1.9396131,0.038048916,-,Digit 7
Digit 9,1.3581655,-0.15200828,-,Digit 9
