,x,y,mannual_label,correct_label
Digit 2,0.7109627,1.5446036,-,Digit 2
Digit 7,1.3780212,-1.1589307,-,Digit 7
Digit 1,2.3285003,0.27288625,-,Digit 1
Digit 3,-0.5510514,1.0626873,-,Digit 3
Digit 5,-0.86756456,0.42212108,-,Digit 5
Digit 3,-0.7609546,0.8495174,-,Digit 3
Digit 8,-0.11857444,0.5902264,-,Digit 8
Digit 6,-1.9770079,0.7622992,-,Digit 6
Digit 7,1.1425197,-1.7061697,-,Digit 7
Digit 0,-2.3860373,-0.4453817,-,Digit 0
Digit 3,-0.2399263,0.7288069,-,Digit 3
Digit 3,-0.43061808,0.9438619,-,Digit 3
Digit 1,2.119312,1.0314856,-,Digit 1
Digit 2,0.7074932,1.3168515,-,Digit 2
Digit 1,2.032063,1.1320082,-,Digit 1
Digit 0,-2.3207645,-0.52810526,-,Digit 0
Digit 0,-2.2885253,-0.47601423,-,Digit 0
Digit 3,-0.46685347,1.0165179,-,Digit 3
Digit 9,-0.0051559974,-1.4333375,-,Digit 9
Digit 0,-2.3736253,-0.5511057,-,Digit 0
Digit 0,-2.2082016,-0.41107893,-,Digit 0
Digit 7,1.3350959,-0.9148404,-,Digit 7
Digit 6,-2.3150942,0.8011704,-,Digit 6
Digit 7,1.356987,-1.4394081,-,Digit 7
Digit 7,1.4539157,-1.2757173,-,Digit 7
Digit 7,1.4246289,-1.239689,-,Digit 7
Digit 0,-2.3450124,-0.5823757,-,Digit 0
Digit 8,-0.7062483,0.8384895,-,Digit 8
Digit 2,0.30058035,-0.2027658,-,Digit 2
Digit 0,-2.3282897,-0.57376826,-,Digit 0
Digit 1,2.1983356,-0.098744385,-,Digit 1
Digit 3,-0.7200958,0.85191345,-,Digit 3
Digit 7,1.2434568,-0.83449674,-,Digit 7
Digit 1,2.324967,-0.022956353,-,Digit 1
Digit 3,-0.6668854,1.0731577,-,Digit 3
Digit 2,0.42019483,1.3016709,-,Digit 2
Digit 3,-0.6372544,0.9967187,-,Digit 3
Digit 0,-2.351049,-0.5738459,-,Digit 0
Digit 0,-1.987101,-0.3124855,-,Digit 0
Digit 7,1.0483265,-1.5974473,-,Digit 7
Digit 5,-1.0025636,0.4797427,-,Digit 5
Digit 3,-0.6150658,0.81110066,-,Digit 3
Digit 8,-0.79177743,0.748772,-,Digit 8
Digit 9,0.33357114,-1.2256566,-,Digit 9
Digit 6,-1.6116643,0.62954897,-,Digit 6
Digit 3,-0.8101648,0.8484802,-,Digit 3
Digit 7,2.065638,0.44989234,-,Digit 7
Digit 4,-0.219689,-1.3900832,-,Digit 4
Digit 4,0.5775727,-0.9765464,-,Digit 4
Digit 8,0.26073697,0.39539948,-,Digit 8
Digit 6,-2.0855432,0.78157413,-,Digit 6
Digit 4,0.44444892,-1.1643301,-,Digit 4
Digit 3,-0.7284294,0.9606713,-,Digit 3
Digit 5,-0.9341617,0.5332125,-,Digit 5
Digit 7,1.4260312,-1.5148104,-,Digit 7
Digit 8,-0.057769246,0.5879705,-,Digit 8
Digit 4,0.68952036,-0.8412545,-,Digit 4
Digit 9,0.29990152,-1.2862371,-,Digit 9
Digit 7,1.3911855,-0.9831573,-,Digit 7
Digit 9,0.7082678,-1.0909692,-,Digit 9
Digit 8,0.6893452,0.23005314,-,Digit 8
Digit 0,-2.1644528,-0.37755883,-,Digit 0
Digit 2,0.74588174,1.4711525,-,Digit 2
Digit 9,1.3812408,0.13723436,-,Digit 9
Digit 5,-0.99639195,0.60678583,-,Digit 5
Digit 6,-2.0568955,0.51852626,-,Digit 6
Digit 7,1.3132715,-0.93312126,-,Digit 7
Digit 4,0.80336815,-0.7143204,-,Digit 4
Digit 2,0.7520033,1.5760406,-,Digit 2
Digit 9,-1.8236698,-0.6701636,-,Digit 9
Digit 7,1.3030751,-1.7479407,-,Digit 7
Digit 9,0.8504632,-0.88490283,-,Digit 9
Digit 6,-2.5085566,0.5916097,-,Digit 6
Digit 3,-0.5629492,1.0984122,-,Digit 3
Digit 9,0.9210627,-0.122707956,-,Digit 9
Digit 3,-0.52164936,1.0592905,-,Digit 3
Digit 5,-0.12667732,-0.3669718,-,Digit 5
Digit 9,0.38895953,-1.2767138,-,Digit 9
Digit 7,1.3763611,-0.97768295,-,Digit 7
Digit 2,0.7399188,1.500539,-,Digit 2
Digit 2,0.434233,0.8738306,-,Digit 2
Digit 8,0.76716644,-0.10206584,-,Digit 8
Digit 8,0.12845811,0.5229012,-,Digit 8
Digit 9,0.20652783,-1.3160107,-,Digit 9
Digit 1,2.080306,1.0378678,-,Digit 1
Digit 8,-0.19721924,0.45770156,-,Digit 8
Digit 4,0.6283275,-1.0010178,-,Digit 4
Digit 7,1.2692497,-0.8629572,-,Digit 7
Digit 0,-2.1645606,-0.5014504,-,Digit 0
Digit 3,-0.80553365,0.76308787,-,Digit 3
Digit 5,-0.5191333,-0.20821519,-,Digit 5
Digit 7,1.4194435,-0.9554467,-,Digit 7
Digit 5,-0.37225962,-0.25761476,-,Digit 5
Digit 6,-2.063859,0.7920296,-,Digit 6
Digit 0,-2.0510724,-0.39716136,-,Digit 0
Digit 4,0.6697726,-0.8582408,-,Digit 4
Digit 6,-1.9625819,0.72426665,-,Digit 6
Digit 1,2.326529,0.38376334,-,Digit 1
Digit 0,-2.091718,-0.05391141,-,Digit 0
Digit 8,0.33943358,0.43916065,-,Digit 8
Digit 1,2.2442846,0.21366623,-,Digit 1
Digit 9,0.34665897,-1.2488381,-,Digit 9
Digit 3,-0.89297915,0.522241,-,Digit 3
Digit 1,1.9791421,1.0162499,-,Digit 1
Digit 2,0.77281404,1.3581012,-,Digit 2
Digit 8,-0.0794371,0.66480154,-,Digit 8
Digit 3,-0.34324187,0.79047775,-,Digit 3
Digit 1,2.1620417,0.947347,-,Digit 1
Digit 6,-1.9615089,0.79559594,-,Digit 6
Digit 7,1.0902892,-1.2316579,-,Digit 7
Digit 7,1.4297843,-1.6814181,-,Digit 7
Digit 2,0.7959045,1.441814,-,Digit 2
Digit 5,-0.79514194,0.3371169,-,Digit 5
Digit 2,0.72271585,1.4752359,-,Digit 2
Digit 3,-0.49201462,1.0523334,-,Digit 3
Digit 3,-0.6336509,1.0691508,-,Digit 3
Digit 7,1.4493165,-0.76610285,-,Digit 7
Digit 3,-0.35495484,0.90198696,-,Digit 3
Digit 3,-0.5517704,0.9401795,-,Digit 3
Digit 3,-0.5733265,0.928265,-,Digit 3
Digit 2,0.5413854,1.0478703,-,Digit 2
Digit 3,-0.5480099,1.0876886,-,Digit 3
Digit 5,-0.7434744,0.6496816,-,Digit 5
Digit 6,-1.4124258,0.7309159,-,Digit 6
Digit 1,2.10035,0.8389159,-,Digit 1
Digit 4,-0.20681338,-1.567478,-,Digit 4
Digit 7,1.2257667,-1.710998,-,Digit 7
Digit 7,1.2023013,-1.6793095,-,Digit 7
Digit 6,-2.1916122,0.75754064,-,Digit 6
Digit 2,0.77556616,1.4168352,-,Digit 2
Digit 6,-2.4721236,0.5723048,-,Digit 6
Digit 7,1.1329591,-1.6854792,-,Digit 7
Digit 0,-2.11693,-0.4706576,-,Digit 0
Digit 3,-0.5695918,0.9826902,-,Digit 3
Digit 0,-2.2791321,-0.550486,-,Digit 0
Digit 4,-1.6429118,0.6954292,-,Digit 4
Digit 4,-0.0866456,-1.3501443,-,Digit 4
Digit 2,0.72684455,1.5345279,-,Digit 2
Digit 5,-0.7101569,0.7100087,-,Digit 5
Digit 1,2.056275,1.2878237,-,Digit 1
Digit 9,0.5709373,-1.0882733,-,Digit 9
Digit 0,-1.7069119,-0.55438244,-,Digit 0
Digit 6,-2.2036502,0.74721503,-,Digit 6
Digit 2,0.09213538,0.6723332,-,Digit 2
Digit 7,0.997531,-1.8681923,-,Digit 7
Digit 1,2.1477597,1.1127701,-,Digit 1
Digit 5,-0.91456676,0.66940653,-,Digit 5
Digit 4,0.7768574,-0.40460935,-,Digit 4
Digit 6,-2.498188,0.54575896,-,Digit 6
Digit 6,-1.688623,0.70513886,-,Digit 6
Digit 6,-1.9040679,0.7865408,-,Digit 6
Digit 9,0.9161686,-0.7967318,-,Digit 9
Digit 9,0.6075543,-1.1705331,-,Digit 9
Digit 9,0.9286147,-0.80770975,-,Digit 9
Digit 8,-0.0937647,0.5598924,-,Digit 8
Digit 9,-0.05265242,-1.4383568,-,Digit 9
Digit 3,-0.3982329,0.9260275,-,Digit 3
Digit 9,0.8199026,-1.0374639,-,Digit 9
Digit 7,1.1387589,-1.7979479,-,Digit 7
Digit 2,0.69804084,1.3105981,-,Digit 2
Digit 7,1.0453185,-1.7484895,-,Digit 7
Digit 9,-0.029272856,-1.3319689,-,Digit 9
Digit 3,-0.5606454,0.821649,-,Digit 3
Digit 4,0.9020887,-0.9895219,-,Digit 4
Digit 7,1.19975,-0.936702,-,Digit 7
Digit 7,1.3106389,-0.9837065,-,Digit 7
Digit 9,0.8643341,-0.4499071,-,Digit 9
Digit 0,-2.1811023,-0.479668,-,Digit 0
Digit 3,-0.35770458,0.9334815,-,Digit 3
Digit 3,-0.54400176,0.99594176,-,Digit 3
Digit 9,0.77853686,-0.7281798,-,Digit 9
Digit 8,0.3203455,0.12639706,-,Digit 8
Digit 8,0.367386,0.47310057,-,Digit 8
Digit 5,-0.31537542,-0.2621545,-,Digit 5
Digit 0,-2.3176286,-0.37759924,-,Digit 0
Digit 9,0.5601395,-1.1925677,-,Digit 9
Digit 4,0.71908176,-0.8104668,-,Digit 4
Digit 1,2.002977,-0.26163763,-,Digit 1
Digit 1,2.219376,0.40203553,-,Digit 1
Digit 0,-2.0085306,-0.37029874,-,Digit 0
Digit 6,-2.2569602,0.6970455,-,Digit 6
Digit 3,-0.57504,0.8370892,-,Digit 3
Digit 1,2.0693257,-0.14981787,-,Digit 1
Digit 1,2.3283267,0.4396159,-,Digit 1
Digit 8,0.5081766,0.41531044,-,Digit 8
Digit 4,-0.013820275,-1.4194055,-,Digit 4
Digit 4,0.7424464,-0.6699488,-,Digit 4
Digit 3,-0.7334651,0.9331204,-,Digit 3
Digit 4,0.29129347,-1.2533193,-,Digit 4
Digit 9,0.6829717,-1.0115271,-,Digit 9
Digit 9,0.98490506,-0.883539,-,Digit 9
Digit 1,2.3195803,0.20353575,-,Digit 1
Digit 7,1.1887602,-0.8918371,-,Digit 7
Digit 1,2.1549108,0.85813266,-,Digit 1
Digit 2,0.7123054,1.5221044,-,Digit 2
Digit 1,2.1323483,0.6897234,-,Digit 1
Digit 4,0.8218699,-0.5563931,-,Digit 4
Digit 2,0.7402437,1.5364798,-,Digit 2
Digit 5,-0.40020034,-0.24751307,-,Digit 5
Digit 8,0.7698408,0.47387293,-,Digit 8
Digit 6,-2.322629,0.73438114,-,Digit 6
Digit 7,1.4306024,-1.4430286,-,Digit 7
Digit 1,2.337485,0.2681077,-,Digit 1
Digit 4,0.75057954,-0.4279256,-,Digit 4
Digit 6,-1.9282342,0.78477234,-,Digit 6
Digit 2,0.35253447,1.2171855,-,Digit 2
Digit 4,0.05776292,-1.3412954,-,Digit 4
Digit 3,-0.8540618,0.7950725,-,Digit 3
Digit 9,0.27263805,-1.303342,-,Digit 9
Digit 1,2.1138089,0.81750256,-,Digit 1
Digit 3,-0.37310225,0.9184887,-,Digit 3
Digit 6,-1.6456287,0.6621119,-,Digit 6
Digit 4,0.32639116,-1.2645897,-,Digit 4
Digit 9,0.8696231,-0.8558461,-,Digit 9
