,x,y,mannual_label,correct_label
Digit 2,-12.044878,-17.669464,-,Digit 2
Digit 7,28.867983,-3.3940494,-,Digit 7
Digit 1,8.121088,-25.57919,-,Digit 1
Digit 3,-11.272478,4.1308765,-,Digit 3
Digit 5,-3.765665,18.72155,-,Digit 5
Digit 3,-11.137417,14.849101,-,Digit 3
Digit 8,-0.49302226,4.368822,-,Digit 8
Digit 6,-24.630098,-2.4523897,-,Digit 6
Digit 7,32.222733,4.6787767,-,Digit 7
Digit 0,-28.422682,22.400438,-,Digit 0
Digit 3,-0.5759027,11.153297,-,Digit 3
Digit 3,-9.136301,2.4282959,-,Digit 3
Digit 1,15.812641,-27.363783,-,Digit 1
Digit 2,-6.2623806,-14.354031,-,Digit 2
Digit 1,18.58851,-25.480934,-,Digit 1
Digit 0,-31.502203,19.46128,-,Digit 0
Digit 0,-35.71159,20.893913,-,Digit 0
Digit 3,-9.765632,5.089968,-,Digit 3
Digit 9,18.29803,13.740129,-,Digit 9
Digit 0,-33.301598,21.25125,-,Digit 0
Digit 0,-41.158714,12.565439,-,Digit 0
Digit 7,30.602991,-7.3373766,-,Digit 7
Digit 6,-26.645544,2.259114,-,Digit 6
Digit 7,31.237497,-0.9233674,-,Digit 7
Digit 7,32.927902,-4.350789,-,Digit 7
Digit 7,30.18346,-3.1554818,-,Digit 7
Digit 0,-36.503963,17.89933,-,Digit 0
Digit 8,-12.548549,18.857117,-,Digit 8
Digit 2,11.476113,-12.590577,-,Digit 2
Digit 0,-35.559765,17.309732,-,Digit 0
Digit 1,3.1063335,-24.128214,-,Digit 1
Digit 3,-10.717012,15.606038,-,Digit 3
Digit 7,32.920826,-7.869818,-,Digit 7
Digit 1,3.5823812,-26.710897,-,Digit 1
Digit 3,-15.115703,12.420212,-,Digit 3
Digit 2,-13.632842,-23.032684,-,Digit 2
Digit 3,-10.731897,21.676369,-,Digit 3
Digit 0,-35.39664,18.78779,-,Digit 0
Digit 0,-34.305046,9.932589,-,Digit 0
Digit 7,30.21786,6.115115,-,Digit 7
Digit 5,-2.2935405,14.5881195,-,Digit 5
Digit 3,-8.049457,17.67889,-,Digit 3
Digit 8,-12.819461,16.91017,-,Digit 8
Digit 9,17.139347,6.991445,-,Digit 9
Digit 6,-23.215424,-6.1555977,-,Digit 6
Digit 3,-11.983138,15.844697,-,Digit 3
Digit 7,11.834888,-25.145313,-,Digit 7
Digit 4,15.542527,20.134087,-,Digit 4
Digit 4,17.269045,-4.566648,-,Digit 4
Digit 8,-3.1308172,-4.3045526,-,Digit 8
Digit 6,-25.696394,-1.4982988,-,Digit 6
Digit 4,12.884414,5.761733,-,Digit 4
Digit 3,-12.558009,14.568704,-,Digit 3
Digit 5,-2.3254988,16.23121,-,Digit 5
Digit 7,33.266884,-0.8226257,-,Digit 7
Digit 8,-0.011705183,3.931077,-,Digit 8
Digit 4,18.791632,-6.3803873,-,Digit 4
Digit 9,16.126078,9.7251625,-,Digit 9
Digit 7,23.356482,-15.126828,-,Digit 7
Digit 9,21.30907,1.3579346,-,Digit 9
Digit 8,2.6174393,-9.296344,-,Digit 8
Digit 0,-29.585737,16.487411,-,Digit 0
Digit 2,-8.189142,-20.335745,-,Digit 2
Digit 9,13.783873,-20.636179,-,Digit 9
Digit 5,-16.622526,11.023384,-,Digit 5
Digit 6,-38.10147,8.660547,-,Digit 6
Digit 7,32.567215,-7.475269,-,Digit 7
Digit 4,20.124542,-7.9441895,-,Digit 4
Digit 2,-12.395982,-16.929134,-,Digit 2
Digit 9,-31.885471,24.961607,-,Digit 9
Digit 7,32.601196,2.300356,-,Digit 7
Digit 9,21.928326,-3.6207786,-,Digit 9
Digit 6,-23.52072,9.458642,-,Digit 6
Digit 3,-11.02821,8.455975,-,Digit 3
Digit 9,20.929195,-11.457627,-,Digit 9
Digit 3,-13.249187,6.450779,-,Digit 3
Digit 5,10.651126,1.8007119,-,Digit 5
Digit 9,22.550995,7.4336953,-,Digit 9
Digit 7,33.351112,-6.189594,-,Digit 7
Digit 2,-9.796142,-13.183189,-,Digit 2
Digit 2,-12.415261,-7.3299637,-,Digit 2
Digit 8,21.4867,-11.369522,-,Digit 8
Digit 8,-2.1498177,-0.14258693,-,Digit 8
Digit 9,19.841293,9.972086,-,Digit 9
Digit 1,15.877633,-25.655571,-,Digit 1
Digit 8,2.1935303,9.83917,-,Digit 8
Digit 4,18.315924,-1.8769782,-,Digit 4
Digit 7,32.548473,-8.307609,-,Digit 7
Digit 0,-37.29324,13.187803,-,Digit 0
Digit 3,-11.319613,15.917308,-,Digit 3
Digit 5,7.6739836,-8.513246,-,Digit 5
Digit 7,27.896452,-5.44844,-,Digit 7
Digit 5,8.565418,-10.193423,-,Digit 5
Digit 6,-22.853176,1.1522774,-,Digit 6
Digit 0,-35.402996,10.638339,-,Digit 0
Digit 4,15.459727,-2.5509856,-,Digit 4
Digit 6,-25.699219,-2.9877617,-,Digit 6
Digit 1,7.5115843,-29.24937,-,Digit 1
Digit 0,-26.201199,16.113626,-,Digit 0
Digit 8,0.009794892,-2.906256,-,Digit 8
Digit 1,8.850975,-23.254223,-,Digit 1
Digit 9,17.972166,7.401852,-,Digit 9
Digit 3,-11.075739,-3.1363714,-,Digit 3
Digit 1,16.07348,-24.89512,-,Digit 1
Digit 2,-5.728853,-17.898851,-,Digit 2
Digit 8,-2.986203,3.351893,-,Digit 8
Digit 3,-5.9307637,3.9596477,-,Digit 3
Digit 1,15.399079,-28.124933,-,Digit 1
Digit 6,-21.826176,0.8750755,-,Digit 6
Digit 7,27.620766,0.8002149,-,Digit 7
Digit 7,35.686756,-0.26681772,-,Digit 7
Digit 2,-7.5573454,-16.083422,-,Digit 2
Digit 5,-0.13557686,14.886912,-,Digit 5
Digit 2,-9.811138,-12.484381,-,Digit 2
Digit 3,-13.78945,5.769367,-,Digit 3
Digit 3,-13.494926,11.45112,-,Digit 3
Digit 7,25.441637,-11.843048,-,Digit 7
Digit 3,-7.074463,7.1974063,-,Digit 3
Digit 3,-6.002954,12.348504,-,Digit 3
Digit 3,-8.505617,10.670307,-,Digit 3
Digit 2,-6.7171116,-9.109496,-,Digit 2
Digit 3,-13.754136,10.90216,-,Digit 3
Digit 5,-11.277099,18.024616,-,Digit 5
Digit 6,2.7020426,-16.788324,-,Digit 6
Digit 1,13.831979,-26.264559,-,Digit 1
Digit 4,20.220587,18.420319,-,Digit 4
Digit 7,32.18416,3.7079513,-,Digit 7
Digit 7,31.032513,3.8148308,-,Digit 7
Digit 6,-22.838812,3.795296,-,Digit 6
Digit 2,-6.23761,-17.087627,-,Digit 2
Digit 6,-22.190716,8.913459,-,Digit 6
Digit 7,30.865578,5.0667095,-,Digit 7
Digit 0,-37.571487,12.322359,-,Digit 0
Digit 3,-9.720147,10.002565,-,Digit 3
Digit 0,-36.874084,15.692054,-,Digit 0
Digit 4,-19.34682,-1.2044444,-,Digit 4
Digit 4,11.182952,18.169731,-,Digit 4
Digit 2,-11.453458,-16.064018,-,Digit 2
Digit 5,-6.8343563,20.309357,-,Digit 5
Digit 1,22.470568,-28.691076,-,Digit 1
Digit 9,15.710381,3.878498,-,Digit 9
Digit 0,-30.598925,24.82665,-,Digit 0
Digit 6,-22.325672,3.9992385,-,Digit 6
Digit 2,3.9885383,4.788806,-,Digit 2
Digit 7,34.368237,8.380844,-,Digit 7
Digit 1,17.025059,-27.886444,-,Digit 1
Digit 5,-4.040373,13.966824,-,Digit 5
Digit 4,14.815383,-10.584503,-,Digit 4
Digit 6,-24.369322,10.516053,-,Digit 6
Digit 6,-21.5087,-2.9973578,-,Digit 6
Digit 6,-21.334743,0.14453897,-,Digit 6
Digit 9,22.715492,-4.5954337,-,Digit 9
Digit 9,24.355093,5.6514792,-,Digit 9
Digit 9,23.205515,-5.3924365,-,Digit 9
Digit 8,-0.424664,4.81668,-,Digit 8
