,x,y,mannual_label,correct_label
Digit 2,2.2061453,1.0499706,-,Digit 2
Digit 7,2.4697225,-1.9530722,-,Digit 7
Digit 1,3.9915314,0.7027352,-,Digit 1
Digit 3,-0.40098354,3.029906,-,Digit 3
Digit 5,-1.6020103,1.8407534,-,Digit 5
Digit 3,-1.1761793,2.8007007,-,Digit 3
Digit 8,-0.09544473,1.3975794,-,Digit 8
Digit 6,-2.9780743,-0.77915716,-,Digit 6
Digit 7,2.8508685,-2.9734247,-,Digit 7
Digit 0,-4.769033,1.547578,-,Digit 0
Digit 3,-0.20175503,2.4445784,-,Digit 3
Digit 3,-0.15072364,2.8375046,-,Digit 3
Digit 1,3.272289,2.6035628,-,Digit 1
Digit 2,1.9947311,0.7187969,-,Digit 2
Digit 1,3.0627987,2.8414052,-,Digit 1
Digit 0,-4.264319,2.0860121,-,Digit 0
Digit 0,-4.1703978,1.4291371,-,Digit 0
Digit 3,-0.18558641,2.8548403,-,Digit 3
Digit 9,-0.9469403,-3.031851,-,Digit 9
Digit 0,-4.4379115,1.3094507,-,Digit 0
Digit 0,-3.8027482,0.9395431,-,Digit 0
Digit 7,2.1559575,-1.4861388,-,Digit 7
Digit 6,-3.8756418,-1.129769,-,Digit 6
Digit 7,2.5695946,-2.2271879,-,Digit 7
Digit 7,2.642752,-1.9722648,-,Digit 7
Digit 7,2.5365567,-2.0056016,-,Digit 7
Digit 0,-3.9934347,1.6068745,-,Digit 0
Digit 8,-1.3759792,2.6709874,-,Digit 8
Digit 2,1.1195112,-2.4647787,-,Digit 2
Digit 0,-3.9668179,1.6016446,-,Digit 0
Digit 1,4.4484396,-0.05522803,-,Digit 1
Digit 3,-1.2561035,2.7350779,-,Digit 3
Digit 7,2.1156526,-1.3665763,-,Digit 7
Digit 1,4.2597837,0.20028844,-,Digit 1
Digit 3,-0.87817264,3.10645,-,Digit 3
Digit 2,1.6324426,1.7578446,-,Digit 2
Digit 3,-0.70176095,3.0745046,-,Digit 3
Digit 0,-3.9966815,1.6131046,-,Digit 0
Digit 0,-3.3260179,1.7779825,-,Digit 0
Digit 7,2.818966,-3.0482364,-,Digit 7
Digit 5,-1.8625435,1.283733,-,Digit 5
Digit 3,-0.8639291,2.6483657,-,Digit 3
Digit 8,-1.6521143,2.5180125,-,Digit 8
Digit 9,-0.4762212,-2.464103,-,Digit 9
Digit 6,-2.7304277,-0.617037,-,Digit 6
Digit 3,-1.3266426,2.7863033,-,Digit 3
Digit 7,3.4752715,1.4248948,-,Digit 7
