,x,y,mannual_label,correct_label
Digit 2,-8.708042,25.536785,-,Digit 2
Digit 7,29.497042,-14.496859,-,Digit 7
Digit 1,19.905085,23.31143,-,Digit 1
Digit 3,-13.822858,3.6771564,-,Digit 3
Digit 5,-2.7883677,-14.635379,-,Digit 5
Digit 3,-14.825595,-10.555004,-,Digit 3
Digit 8,-0.5147296,2.5593927,-,Digit 8
Digit 6,-25.47581,11.915903,-,Digit 6
Digit 7,26.81303,-22.419247,-,Digit 7
Digit 0,-35.707752,-13.846979,-,Digit 0
Digit 3,-9.935062,-14.145112,-,Digit 3
Digit 3,-11.171078,5.797721,-,Digit 3
Digit 1,12.514758,31.996092,-,Digit 1
Digit 2,-11.292043,22.72365,-,Digit 2
Digit 1,9.177227,33.793034,-,Digit 1
Digit 0,-38.212322,-7.7461,-,Digit 0
Digit 0,-44.441315,-6.9691644,-,Digit 0
Digit 3,-9.9971485,4.317635,-,Digit 3
Digit 9,6.397066,-27.317162,-,Digit 9
Digit 0,-40.296833,-12.980048,-,Digit 0
Digit 0,-46.040417,5.4886546,-,Digit 0
Digit 7,35.129456,-9.090289,-,Digit 7
Digit 6,-28.086258,5.5665407,-,Digit 6
Digit 7,32.381668,-17.52544,-,Digit 7
Digit 7,35.334534,-13.087546,-,Digit 7
Digit 7,29.433142,-15.018874,-,Digit 7
Digit 0,-43.834766,-3.861453,-,Digit 0
Digit 8,-15.058234,-17.631983,-,Digit 8
Digit 2,16.432018,2.1871576,-,Digit 2
Digit 0,-43.17907,-3.9483647,-,Digit 0
Digit 1,21.935925,15.742084,-,Digit 1
Digit 3,-14.229462,-13.894921,-,Digit 3
Digit 7,37.51615,-9.153963,-,Digit 7
Digit 1,23.373491,17.834213,-,Digit 1
Digit 3,-16.986057,-3.7984262,-,Digit 3
Digit 2,1.2874053,28.181889,-,Digit 2
Digit 3,-16.915012,-6.7066603,-,Digit 3
Digit 0,-43.424522,-4.178656,-,Digit 0
Digit 0,-38.54752,4.8416014,-,Digit 0
Digit 7,25.446611,-25.573227,-,Digit 7
Digit 5,-4.687549,-7.761737,-,Digit 5
Digit 3,-11.763143,-16.211147,-,Digit 3
Digit 8,-17.363981,-12.375104,-,Digit 8
Digit 9,11.678271,-19.578667,-,Digit 9
Digit 6,-24.854042,16.647018,-,Digit 6
Digit 3,-15.450803,-13.177463,-,Digit 3
Digit 7,17.693783,28.910963,-,Digit 7
Digit 4,-1.6714523,-30.115559,-,Digit 4
Digit 4,21.605904,-4.5408807,-,Digit 4
Digit 8,-1.7450334,9.136327,-,Digit 8
Digit 6,-26.757748,10.233265,-,Digit 6
Digit 4,8.66347,-17.568462,-,Digit 4
Digit 3,-14.340693,-11.139862,-,Digit 3
Digit 5,-2.958759,-9.392096,-,Digit 5
Digit 7,34.294064,-16.700365,-,Digit 7
Digit 8,0.78675205,6.775306,-,Digit 8
Digit 4,23.66135,-4.4940886,-,Digit 4
Digit 9,9.805168,-24.556183,-,Digit 9
Digit 7,30.23082,5.030746,-,Digit 7
Digit 9,20.722286,-15.974952,-,Digit 9
Digit 8,7.3456206,13.384667,-,Digit 8
Digit 0,-35.97165,-3.9744654,-,Digit 0
