,x,y,mannual_label,correct_label
Digit 2,20.01725,38.980663,-,Digit 2
Digit 7,24.598276,-23.93141,-,Digit 7
Digit 1,35.615746,1.2047341,-,Digit 1
Digit 3,-7.6903224,42.192947,-,Digit 3
Digit 5,-11.220278,6.4525886,-,Digit 5
Digit 3,-21.297075,29.610142,-,Digit 3
Digit 8,4.4537916,13.984519,-,Digit 8
Digit 6,-30.954933,7.213773,-,Digit 6
Digit 7,21.067005,-34.710743,-,Digit 7
Digit 0,-47.88677,-12.019087,-,Digit 0
Digit 3,-5.775955,21.513464,-,Digit 3
Digit 3,-5.1871076,39.54222,-,Digit 3
Digit 1,37.708294,19.26203,-,Digit 1
Digit 2,24.646957,28.78822,-,Digit 2
Digit 1,37.260345,22.904633,-,Digit 1
Digit 0,-39.24235,-11.567937,-,Digit 0
Digit 0,-42.17417,-20.256374,-,Digit 0
Digit 3,-6.1002183,38.289536,-,Digit 3
Digit 9,-5.7852917,-37.020164,-,Digit 9
Digit 0,-42.465168,-16.467194,-,Digit 0
Digit 0,-29.74458,-29.070936,-,Digit 0
Digit 7,30.686502,-17.834745,-,Digit 7
Digit 6,-42.88233,19.657614,-,Digit 6
Digit 7,25.729979,-30.640266,-,Digit 7
Digit 7,30.995806,-26.004051,-,Digit 7
Digit 7,26.286436,-24.816242,-,Digit 7
Digit 0,-37.848934,-21.490192,-,Digit 0
Digit 8,-15.646031,21.45415,-,Digit 8
Digit 2,-13.445941,-19.896889,-,Digit 2
Digit 0,-37.521194,-21.288532,-,Digit 0
Digit 1,43.179703,-7.6115723,-,Digit 1
Digit 3,-20.023907,24.020409,-,Digit 3
Digit 7,33.013638,-15.0798025,-,Digit 7
Digit 1,47.30317,-5.344368,-,Digit 1
Digit 3,-22.101334,39.14091,-,Digit 3
Digit 2,6.4885945,29.588665,-,Digit 2
Digit 3,-11.71092,27.370544,-,Digit 3
Digit 0,-38.110302,-21.30345,-,Digit 0
Digit 0,-26.198269,-14.918886,-,Digit 0
Digit 7,16.185741,-36.92547,-,Digit 7
Digit 5,-19.890898,1.6645544,-,Digit 5
Digit 3,-10.027887,23.297338,-,Digit 3
Digit 8,-16.095371,23.241678,-,Digit 8
Digit 9,3.5185225,-29.796297,-,Digit 9
Digit 6,-26.394093,2.4850314,-,Digit 6
Digit 3,-21.06291,24.888634,-,Digit 3
Digit 7,29.54943,4.56747,-,Digit 7
Digit 4,-16.896858,-30.517609,-,Digit 4
Digit 4,-2.9312823,-11.200587,-,Digit 4
Digit 8,16.194094,7.736737,-,Digit 8
Digit 6,-36.06453,20.096018,-,Digit 6
Digit 4,-0.75942826,-23.754148,-,Digit 4
Digit 3,-21.540188,27.007824,-,Digit 3
Digit 5,-17.05367,4.5956616,-,Digit 5
Digit 7,29.033875,-30.31993,-,Digit 7
Digit 8,4.57322,13.865906,-,Digit 8
Digit 4,8.593494,-8.321096,-,Digit 4
Digit 9,-1.3118527,-35.64588,-,Digit 9
Digit 7,18.536137,-28.859844,-,Digit 7
Digit 9,11.25884,-17.061012,-,Digit 9
Digit 8,14.838734,1.7838048,-,Digit 8
Digit 0,-34.37231,-6.7964635,-,Digit 0
Digit 2,18.687729,30.476994,-,Digit 2
Digit 9,26.005375,4.791262,-,Digit 9
Digit 5,-17.932161,12.838287,-,Digit 5
Digit 6,-33.777134,6.204872,-,Digit 6
Digit 7,32.302483,-16.333202,-,Digit 7
Digit 4,10.716383,-5.2498713,-,Digit 4
Digit 2,17.141361,35.654545,-,Digit 2
Digit 9,-18.749586,-27.18442,-,Digit 9
Digit 7,22.129763,-38.046505,-,Digit 7
Digit 9,14.753301,-14.644039,-,Digit 9
Digit 6,-49.087788,6.0973535,-,Digit 6
Digit 3,-14.94446,40.551605,-,Digit 3
Digit 9,17.979782,-1.5410475,-,Digit 9
Digit 3,-12.37053,38.36101,-,Digit 3
Digit 5,-6.86146,-2.2551334,-,Digit 5
Digit 9,9.471917,-33.41945,-,Digit 9
Digit 7,32.338776,-22.29675,-,Digit 7
Digit 2,12.183598,36.89567,-,Digit 2
Digit 2,15.189057,19.597734,-,Digit 2
Digit 8,18.14876,-2.144918,-,Digit 8
Digit 8,9.171751,11.518858,-,Digit 8
Digit 9,4.9153843,-36.432724,-,Digit 9
Digit 1,32.291565,17.443176,-,Digit 1
Digit 8,-4.101451,12.49953,-,Digit 8
Digit 4,-1.1087469,-15.515097,-,Digit 4
Digit 7,32.56075,-15.365582,-,Digit 7
Digit 0,-28.084902,-21.962818,-,Digit 0
Digit 3,-20.357622,24.208288,-,Digit 3
Digit 5,-16.765358,-12.229365,-,Digit 5
Digit 7,25.667494,-20.567633,-,Digit 7
Digit 5,-15.560639,-14.151039,-,Digit 5
Digit 6,-32.02042,17.148935,-,Digit 6
Digit 0,-26.206993,-15.061984,-,Digit 0
Digit 4,1.8362529,-11.916925,-,Digit 4
Digit 6,-31.86396,7.1623383,-,Digit 6
Digit 1,43.218216,8.3773365,-,Digit 1
Digit 0,-37.693714,-2.9781077,-,Digit 0
Digit 8,12.232488,11.699272,-,Digit 8
Digit 1,30.251093,0.27475956,-,Digit 1
Digit 9,3.7923274,-31.756308,-,Digit 9
Digit 3,-27.501173,-1.9992087,-,Digit 3
Digit 1,31.085342,18.444223,-,Digit 1
Digit 2,23.8708,32.047565,-,Digit 2
Digit 8,1.9409255,17.56967,-,Digit 8
Digit 3,-1.007597,36.12431,-,Digit 3
Digit 1,37.680607,14.210186,-,Digit 1
Digit 6,-28.82967,16.629967,-,Digit 6
Digit 7,20.306177,-26.716652,-,Digit 7
Digit 7,32.014225,-33.179096,-,Digit 7
Digit 2,20.947056,29.022083,-,Digit 2
Digit 5,-14.863594,0.5813521,-,Digit 5
