,x,y,mannual_label,correct_label
Digit 2,-19.538807,-25.736925,-,Digit 2
Digit 7,22.385115,-6.4957337,-,Digit 7
Digit 1,14.922272,-1.1530855,-,Digit 1
Digit 3,10.491388,43.229855,-,Digit 3
Digit 5,-17.538473,30.067278,-,Digit 5
Digit 3,-16.225264,36.27887,-,Digit 3
Digit 8,4.103841,18.206348,-,Digit 8
Digit 6,-29.1685,-2.774025,-,Digit 6
Digit 7,34.744564,-1.7206112,-,Digit 7
Digit 0,-34.131516,30.805336,-,Digit 0
Digit 3,-1.7162577,0.5861376,-,Digit 3
Digit 3,14.280751,38.204613,-,Digit 3
Digit 1,39.33425,16.225266,-,Digit 1
Digit 2,-13.757304,-23.199585,-,Digit 2
Digit 1,36.629715,21.501324,-,Digit 1
Digit 0,-45.16058,12.05204,-,Digit 0
Digit 0,-40.065277,4.484737,-,Digit 0
Digit 3,14.657315,36.895306,-,Digit 3
Digit 9,-6.1052513,-35.874584,-,Digit 9
Digit 0,-36.229797,14.229802,-,Digit 0
Digit 0,-31.298267,-6.59202,-,Digit 0
Digit 7,41.337708,-19.673962,-,Digit 7
Digit 6,-27.531515,15.289498,-,Digit 6
Digit 7,28.896875,-5.7416735,-,Digit 7
Digit 7,35.054718,-8.793906,-,Digit 7
Digit 7,22.291119,-4.9636497,-,Digit 7
Digit 0,-41.944263,-0.2521778,-,Digit 0
Digit 8,-9.261119,26.237068,-,Digit 8
Digit 2,-6.662818,-5.4570274,-,Digit 2
Digit 0,-41.66432,0.11482856,-,Digit 0
Digit 1,3.4618964,-6.350668,-,Digit 1
Digit 3,-14.597221,32.566544,-,Digit 3
Digit 7,36.757748,-17.708172,-,Digit 7
Digit 1,6.8565745,-4.327027,-,Digit 1
Digit 3,-5.675201,46.00713,-,Digit 3
Digit 2,-18.39367,-11.459973,-,Digit 2
Digit 3,-0.17796798,33.189682,-,Digit 3
Digit 0,-41.95754,-0.33489156,-,Digit 0
Digit 0,-43.752026,-12.052116,-,Digit 0
Digit 7,35.50135,4.969157,-,Digit 7
Digit 5,-12.464875,19.661182,-,Digit 5
Digit 3,-7.469834,31.23237,-,Digit 3
Digit 8,-12.19193,37.88646,-,Digit 8
Digit 9,2.2958643,-24.07345,-,Digit 9
Digit 6,-26.136127,2.1791577,-,Digit 6
Digit 3,-15.571055,33.576515,-,Digit 3
Digit 7,21.30331,4.421239,-,Digit 7
Digit 4,-15.667849,-42.68744,-,Digit 4
Digit 4,26.863342,-35.30403,-,Digit 4
Digit 8,15.292583,19.063375,-,Digit 8
Digit 6,-21.748257,8.345609,-,Digit 6
Digit 4,-2.0907977,-17.65904,-,Digit 4
Digit 3,-10.574546,41.226852,-,Digit 3
Digit 5,-9.544381,14.721823,-,Digit 5
Digit 7,37.65442,-6.9362493,-,Digit 7
Digit 8,5.751428,18.880835,-,Digit 8
Digit 4,27.704576,-39.74495,-,Digit 4
Digit 9,0.9556311,-35.02812,-,Digit 9
Digit 7,18.07455,-6.060683,-,Digit 7
Digit 9,12.437347,-21.648344,-,Digit 9
Digit 8,21.60317,13.163303,-,Digit 8
Digit 0,-40.170067,11.553128,-,Digit 0
Digit 2,-9.472551,-26.242075,-,Digit 2
