,x,y,mannual_label,correct_label
Digit 2,2.5075011,45.551804,-,Digit 2
Digit 7,29.738548,-38.22828,-,Digit 7
Digit 1,44.67372,15.53949,-,Digit 1
Digit 3,-15.303041,28.281492,-,Digit 3
Digit 5,-17.423399,-13.844559,-,Digit 5
Digit 3,-20.216846,13.9625435,-,Digit 3
Digit 8,4.2619486,8.900063,-,Digit 8
Digit 6,-38.284065,0.81637645,-,Digit 6
Digit 7,22.674961,-48.156227,-,Digit 7
Digit 0,-66.58288,10.804643,-,Digit 0
Digit 3,-4.622843,6.13099,-,Digit 3
Digit 3,-11.0974455,30.459316,-,Digit 3
Digit 1,38.233894,30.741013,-,Digit 1
Digit 2,4.1849875,41.29971,-,Digit 2
Digit 1,34.01567,34.44481,-,Digit 1
Digit 0,-59.167034,16.667877,-,Digit 0
Digit 0,-62.2323,24.9741,-,Digit 0
Digit 3,-9.2098675,28.279625,-,Digit 3
Digit 9,-7.3109612,-41.344227,-,Digit 9
Digit 0,-67.23977,17.517616,-,Digit 0
Digit 0,-49.962013,34.571194,-,Digit 0
Digit 7,39.636875,-34.260265,-,Digit 7
Digit 6,-46.38927,-5.269027,-,Digit 6
Digit 7,32.538933,-44.33884,-,Digit 7
Digit 7,38.299446,-39.499283,-,Digit 7
Digit 7,29.617487,-39.176483,-,Digit 7
Digit 0,-58.14525,26.122547,-,Digit 0
Digit 8,-17.735714,5.3489604,-,Digit 8
Digit 2,14.048967,-12.760539,-,Digit 2
Digit 0,-57.71843,25.090517,-,Digit 0
Digit 1,44.778942,3.971003,-,Digit 1
Digit 3,-18.953722,9.759317,-,Digit 3
Digit 7,42.963722,-35.68425,-,Digit 7
Digit 1,47.6312,6.5130973,-,Digit 1
Digit 3,-21.741127,22.395617,-,Digit 3
Digit 2,18.386461,37.98005,-,Digit 2
Digit 3,-8.4665365,12.575306,-,Digit 3
Digit 0,-58.364735,25.615454,-,Digit 0
Digit 0,-44.22929,21.96396,-,Digit 0
Digit 7,20.163826,-52.253925,-,Digit 7
Digit 5,-19.907484,-7.8403263,-,Digit 5
Digit 3,-10.154677,9.247148,-,Digit 3
Digit 8,-22.68472,3.387165,-,Digit 8
Digit 9,5.165762,-34.16821,-,Digit 9
Digit 6,-36.03743,5.999802,-,Digit 6
Digit 3,-20.77279,10.373396,-,Digit 3
Digit 7,44.411495,23.817993,-,Digit 7
Digit 4,-17.840372,-39.449017,-,Digit 4
Digit 4,22.329681,-21.359232,-,Digit 4
Digit 8,8.885807,17.455479,-,Digit 8
Digit 6,-41.26311,-0.44461933,-,Digit 6
Digit 4,-1.040225,-28.781696,-,Digit 4
Digit 3,-20.064394,12.773301,-,Digit 3
Digit 5,-15.039874,-7.715012,-,Digit 5
Digit 7,35.3525,-43.826324,-,Digit 7
Digit 8,8.853897,11.1697645,-,Digit 8
Digit 4,25.065516,-22.30917,-,Digit 4
Digit 9,0.6704282,-39.669186,-,Digit 9
Digit 7,37.962845,-12.968001,-,Digit 7
Digit 9,16.948769,-35.809803,-,Digit 9
Digit 8,22.230991,12.127607,-,Digit 8
Digit 0,-52.894352,15.553688,-,Digit 0
Digit 2,11.894637,47.54873,-,Digit 2
Digit 9,44.97409,25.902073,-,Digit 9
Digit 5,-18.627071,-2.9282134,-,Digit 5
Digit 6,-41.11416,7.0124536,-,Digit 6
Digit 7,41.873283,-36.05426,-,Digit 7
Digit 4,28.103956,-21.717566,-,Digit 4
Digit 2,4.993589,48.890453,-,Digit 2
Digit 9,-23.07811,-36.08893,-,Digit 9
Digit 7,26.29706,-49.1416,-,Digit 7
Digit 9,25.687994,-27.764988,-,Digit 9
Digit 6,-51.105972,-17.333595,-,Digit 6
Digit 3,-13.793398,21.686235,-,Digit 3
Digit 9,25.63496,10.635152,-,Digit 9
Digit 3,-17.34504,24.577389,-,Digit 3
Digit 5,1.4068756,-20.393892,-,Digit 5
Digit 9,8.877816,-39.999344,-,Digit 9
Digit 7,38.175972,-37.553165,-,Digit 7
Digit 2,6.736585,52.521755,-,Digit 2
Digit 2,-39.45165,33.268387,-,Digit 2
Digit 8,25.232117,9.832738,-,Digit 8
Digit 8,9.235625,14.195846,-,Digit 8
Digit 9,4.2968087,-39.35507,-,Digit 9
Digit 1,31.996935,27.81719,-,Digit 1
Digit 8,47.79002,-6.6832237,-,Digit 8
Digit 4,15.905328,-22.146807,-,Digit 4
Digit 7,42.72602,-34.71865,-,Digit 7
Digit 0,-50.43633,27.664621,-,Digit 0
Digit 3,-19.425482,10.889591,-,Digit 3
Digit 5,4.4492903,-8.163306,-,Digit 5
Digit 7,35.269524,-34.768387,-,Digit 7
Digit 5,7.797682,-7.839388,-,Digit 5
Digit 6,-39.126316,-7.5124836,-,Digit 6
Digit 0,-45.05797,22.396896,-,Digit 0
Digit 4,18.380074,-17.950775,-,Digit 4
Digit 6,-38.5747,2.260667,-,Digit 6
Digit 1,36.573654,11.074955,-,Digit 1
Digit 0,-54.549965,9.173858,-,Digit 0
Digit 8,13.780629,18.137564,-,Digit 8
Digit 1,48.260838,18.777273,-,Digit 1
Digit 9,4.432833,-35.470543,-,Digit 9
Digit 3,-18.566036,34.331627,-,Digit 3
Digit 1,30.795038,28.105673,-,Digit 1
Digit 2,5.2570734,38.74019,-,Digit 2
Digit 8,7.103361,14.779263,-,Digit 8
Digit 3,-1.702168,14.619266,-,Digit 3
Digit 1,38.709,28.599792,-,Digit 1
Digit 6,-37.300274,-8.025098,-,Digit 6
Digit 7,24.981606,-40.754795,-,Digit 7
Digit 7,35.885574,-49.98412,-,Digit 7
Digit 2,8.86099,49.491802,-,Digit 2
Digit 5,-7.928912,-7.456574,-,Digit 5
Digit 2,5.6442356,54.36861,-,Digit 2
Digit 3,-10.595971,23.00015,-,Digit 3
Digit 3,-19.561668,20.448635,-,Digit 3
Digit 7,39.30814,-18.813019,-,Digit 7
Digit 3,-4.4200687,22.636896,-,Digit 3
Digit 3,-7.385844,14.512799,-,Digit 3
Digit 3,-12.744329,14.963991,-,Digit 3
Digit 2,-11.52067,55.10923,-,Digit 2
Digit 3,-18.968779,20.804117,-,Digit 3
Digit 5,-16.65826,9.256893,-,Digit 5
Digit 6,-32.72,8.364088,-,Digit 6
Digit 1,34.19323,25.207062,-,Digit 1
Digit 4,-12.410444,-49.403854,-,Digit 4
Digit 7,25.828728,-48.848038,-,Digit 7
Digit 7,23.241808,-50.24296,-,Digit 7
Digit 6,-41.14085,-11.657241,-,Digit 6
Digit 2,1.7919728,38.304863,-,Digit 2
Digit 6,-49.30426,-17.9259,-,Digit 6
Digit 7,21.992483,-51.801228,-,Digit 7
Digit 0,-49.31922,28.089884,-,Digit 0
Digit 3,-11.238863,17.984743,-,Digit 3
Digit 0,-54.742886,26.792124,-,Digit 0
Digit 4,-31.897367,-6.4025264,-,Digit 4
Digit 4,-14.633946,-33.382397,-,Digit 4
Digit 2,0.3796518,46.594788,-,Digit 2
Digit 5,-14.169328,1.2760875,-,Digit 5
Digit 1,28.914337,40.840954,-,Digit 1
Digit 9,6.05101,-26.85472,-,Digit 9
Digit 0,-28.499037,-28.86898,-,Digit 0
Digit 6,-39.741096,-12.126282,-,Digit 6
Digit 2,3.4179688,0.86445665,-,Digit 2
Digit 7,26.945139,-58.09056,-,Digit 7
Digit 1,34.061394,30.404406,-,Digit 1
Digit 5,-21.62118,-6.3358455,-,Digit 5
Digit 4,28.05479,-13.864458,-,Digit 4
Digit 6,-51.949463,-18.379133,-,Digit 6
Digit 6,-34.09031,-2.2637732,-,Digit 6
Digit 6,-36.15976,-7.033506,-,Digit 6
Digit 9,27.275,-28.062153,-,Digit 9
Digit 9,16.263271,-39.548622,-,Digit 9
Digit 9,28.874514,-27.878883,-,Digit 9
Digit 8,4.801361,8.730584,-,Digit 8
Digit 9,-8.13941,-39.518833,-,Digit 9
Digit 3,-8.934679,22.29493,-,Digit 3
Digit 9,19.318361,-30.845762,-,Digit 9
Digit 7,27.360472,-53.919857,-,Digit 7
Digit 2,-10.075065,54.86728,-,Digit 2
Digit 7,21.736496,-54.12796,-,Digit 7
Digit 9,-9.952806,-40.29261,-,Digit 9
Digit 3,-8.401354,9.991172,-,Digit 3
Digit 4,11.595336,-24.207258,-,Digit 4
Digit 7,39.95005,-31.813135,-,Digit 7
Digit 7,33.602184,-33.929047,-,Digit 7
Digit 9,32.153084,-22.747921,-,Digit 9
Digit 0,-46.750744,23.563215,-,Digit 0
Digit 3,-6.2683268,29.45467,-,Digit 3
Digit 3,-5.469051,16.424625,-,Digit 3
Digit 9,26.410482,-26.45815,-,Digit 9
Digit 8,13.908072,3.1991992,-,Digit 8
Digit 8,13.091796,13.1474285,-,Digit 8
Digit 5,6.221339,-10.416567,-,Digit 5
Digit 0,-63.193607,8.776075,-,Digit 0
Digit 9,16.596992,-41.29691,-,Digit 9
Digit 4,25.440456,-22.004707,-,Digit 4
Digit 1,47.022633,-4.211351,-,Digit 1
Digit 1,44.19004,18.417896,-,Digit 1
Digit 0,-49.80734,31.485292,-,Digit 0
Digit 6,-45.60058,-11.057264,-,Digit 6
Digit 3,-10.41904,8.3531,-,Digit 3
Digit 1,42.63529,0.42910683,-,Digit 1
Digit 1,38.28192,13.758328,-,Digit 1
Digit 8,22.460178,20.809631,-,Digit 8
Digit 4,-2.132236,-50.76272,-,Digit 4
Digit 4,26.46036,-16.903812,-,Digit 4
Digit 3,-20.869951,11.795439,-,Digit 3
Digit 4,0.661353,-40.049572,-,Digit 4
Digit 9,6.905891,-25.018593,-,Digit 9
Digit 9,25.94103,-31.711414,-,Digit 9
Digit 1,45.455654,12.818238,-,Digit 1
Digit 7,42.798744,-33.436226,-,Digit 7
Digit 1,35.763596,24.556335,-,Digit 1
Digit 2,-1.8178545,54.0486,-,Digit 2
Digit 1,40.324303,23.545435,-,Digit 1
Digit 4,25.526361,-12.337003,-,Digit 4
