,x,y,mannual_label,correct_label
Digit 2,-36.062885,-37.40598,-,Digit 2
Digit 7,47.91128,-10.831232,-,Digit 7
Digit 1,16.82303,-10.488161,-,Digit 1
Digit 3,27.427158,81.68283,-,Digit 3
Digit 5,-18.609022,42.813602,-,Digit 5
Digit 3,-19.365053,74.33873,-,Digit 3
Digit 8,4.3261065,26.720858,-,Digit 8
Digit 6,-56.243355,-25.92671,-,Digit 6
Digit 7,77.88671,-13.069461,-,Digit 7
Digit 0,-90.50317,24.29483,-,Digit 0
Digit 3,0.46115986,37.78413,-,Digit 3
Digit 3,33.58645,70.19911,-,Digit 3
Digit 1,73.16684,29.408907,-,Digit 1
Digit 2,-35.91228,-14.097076,-,Digit 2
Digit 1,71.441605,39.36899,-,Digit 1
Digit 0,-68.983376,61.450375,-,Digit 0
Digit 0,-68.334175,41.726154,-,Digit 0
Digit 3,33.705444,67.89106,-,Digit 3
Digit 9,-3.271143,-73.618996,-,Digit 9
Digit 0,-72.20568,26.237825,-,Digit 0
Digit 0,-60.033684,23.445576,-,Digit 0
Digit 7,69.74113,-21.625452,-,Digit 7
Digit 6,-88.396545,-15.122623,-,Digit 6
Digit 7,63.343956,-8.085913,-,Digit 7
Digit 7,63.592445,7.0084705,-,Digit 7
Digit 7,45.304893,-10.679365,-,Digit 7
Digit 0,-59.59267,43.113007,-,Digit 0
Digit 8,-14.588357,49.047035,-,Digit 8
Digit 2,-20.22453,-5.447073,-,Digit 2
Digit 0,-60.499966,42.76359,-,Digit 0
Digit 1,-13.28983,-53.778625,-,Digit 1
Digit 3,-17.086025,66.72867,-,Digit 3
Digit 7,61.46023,-21.178194,-,Digit 7
Digit 1,-14.369463,-44.916046,-,Digit 1
Digit 3,-0.022169493,90.05121,-,Digit 3
Digit 2,-14.731116,-16.481098,-,Digit 2
Digit 3,6.170139,58.303326,-,Digit 3
Digit 0,-59.410202,43.20888,-,Digit 0
Digit 0,-49.798042,63.31846,-,Digit 0
Digit 7,87.909256,-17.34912,-,Digit 7
Digit 5,-31.252838,43.160713,-,Digit 5
Digit 3,-7.4017267,59.049618,-,Digit 3
Digit 8,-10.004616,71.57646,-,Digit 8
Digit 9,11.958268,-50.658035,-,Digit 9
Digit 6,-62.93931,-27.817036,-,Digit 6
Digit 3,-16.784773,69.223114,-,Digit 3
Digit 7,28.165955,0.666772,-,Digit 7
Digit 4,-15.586686,-91.25841,-,Digit 4
Digit 4,63.350086,-58.804684,-,Digit 4
Digit 8,23.859528,27.17445,-,Digit 8
Digit 6,-68.81462,-18.244106,-,Digit 6
Digit 4,0.43625388,-41.878025,-,Digit 4
Digit 3,-11.579459,78.621086,-,Digit 3
Digit 5,-24.722868,33.755856,-,Digit 5
Digit 7,71.335205,7.163713,-,Digit 7
Digit 8,7.5218444,28.460575,-,Digit 8
Digit 4,69.606476,-61.91095,-,Digit 4
Digit 9,10.647358,-72.64628,-,Digit 9
Digit 7,30.048878,-14.111324,-,Digit 7
Digit 9,26.15716,-40.560287,-,Digit 9
Digit 8,37.038013,18.562784,-,Digit 8
Digit 0,-53.572784,75.74505,-,Digit 0
Digit 2,-31.330894,-27.252493,-,Digit 2
Digit 9,63.76825,18.390123,-,Digit 9
Digit 5,-9.701177,34.687424,-,Digit 5
Digit 6,-67.7443,-32.617897,-,Digit 6
Digit 7,63.520317,-19.252028,-,Digit 7
Digit 4,62.690857,-38.67706,-,Digit 4
Digit 2,-39.764626,-33.95346,-,Digit 2
Digit 9,-27.203398,-85.830246,-,Digit 9
Digit 7,89.11634,-5.4734235,-,Digit 7
Digit 9,41.72472,-36.81192,-,Digit 9
Digit 6,-90.52027,5.615415,-,Digit 6
Digit 3,18.736635,77.69134,-,Digit 3
Digit 9,30.498354,18.054434,-,Digit 9
Digit 3,9.849583,82.548225,-,Digit 3
Digit 5,4.3055544,-25.939169,-,Digit 5
Digit 9,21.377565,-56.865524,-,Digit 9
Digit 7,59.04691,9.102154,-,Digit 7
Digit 2,-42.70567,-27.258562,-,Digit 2
Digit 2,56.15822,-19.294422,-,Digit 2
Digit 8,29.264963,19.192556,-,Digit 8
Digit 8,18.69655,32.99756,-,Digit 8
Digit 9,7.241045,-62.815926,-,Digit 9
Digit 1,54.805115,31.496763,-,Digit 1
Digit 8,1.6770519,11.143426,-,Digit 8
Digit 4,45.37919,-68.90466,-,Digit 4
Digit 7,62.518944,-21.381392,-,Digit 7
Digit 0,-44.094345,34.54941,-,Digit 0
Digit 3,-16.319584,68.29075,-,Digit 3
Digit 5,-28.317015,1.0964549,-,Digit 5
Digit 7,59.85393,1.2461072,-,Digit 7
Digit 5,-33.11612,-4.600603,-,Digit 5
Digit 6,-65.01146,-13.236961,-,Digit 6
Digit 0,-47.24347,62.989193,-,Digit 0
Digit 4,52.889572,-57.659832,-,Digit 4
Digit 6,-57.203777,-24.202354,-,Digit 6
Digit 1,2.3159277,-0.174021,-,Digit 1
Digit 0,-31.792961,60.037884,-,Digit 0
Digit 8,30.103762,35.097755,-,Digit 8
Digit 1,22.052546,-0.8262061,-,Digit 1
Digit 9,10.221506,-56.032684,-,Digit 9
Digit 3,-43.19212,15.911209,-,Digit 3
Digit 1,57.4405,37.03963,-,Digit 1
Digit 2,-34.1726,-22.467674,-,Digit 2
Digit 8,17.167295,34.170532,-,Digit 8
Digit 3,-23.496231,31.639036,-,Digit 3
Digit 1,64.1291,22.5641,-,Digit 1
Digit 6,-58.45532,-2.9755197,-,Digit 6
Digit 7,26.42577,-18.359573,-,Digit 7
Digit 7,78.2102,14.376719,-,Digit 7
Digit 2,-35.344414,-26.041113,-,Digit 2
Digit 5,-33.910473,18.28969,-,Digit 5
Digit 2,-44.867523,-28.814184,-,Digit 2
Digit 3,12.749918,77.63915,-,Digit 3
Digit 3,2.398621,79.0546,-,Digit 3
Digit 7,44.774624,-3.825607,-,Digit 7
Digit 3,18.870756,71.445694,-,Digit 3
Digit 3,20.251892,56.979862,-,Digit 3
Digit 3,-2.2146606,71.71837,-,Digit 3
Digit 2,-72.002556,-57.31766,-,Digit 2
Digit 3,2.2212026,79.64084,-,Digit 3
Digit 5,-13.73874,67.60674,-,Digit 5
Digit 6,-49.8606,-21.20679,-,Digit 6
Digit 1,52.077633,25.683092,-,Digit 1
Digit 4,-6.432436,-87.334175,-,Digit 4
Digit 7,89.36208,-9.717988,-,Digit 7
Digit 7,90.769196,-10.861211,-,Digit 7
Digit 6,-69.79554,-0.5387548,-,Digit 6
Digit 2,-43.284813,-19.29326,-,Digit 2
Digit 6,-88.56995,5.103421,-,Digit 6
Digit 7,91.650085,-17.594969,-,Digit 7
Digit 0,-43.79947,33.999912,-,Digit 0
Digit 3,12.769091,86.77295,-,Digit 3
Digit 0,-50.40477,47.61399,-,Digit 0
Digit 4,-51.688942,3.3104894,-,Digit 4
Digit 4,3.6719708,-76.82302,-,Digit 4
Digit 2,-35.69871,-44.078724,-,Digit 2
Digit 5,-8.299959,39.88982,-,Digit 5
Digit 1,72.22204,58.30158,-,Digit 1
Digit 9,5.3644953,-28.312775,-,Digit 9
Digit 0,-72.15545,23.53147,-,Digit 0
Digit 6,-68.511826,2.6055565,-,Digit 6
Digit 2,-4.072237,17.583014,-,Digit 2
Digit 7,98.95993,2.521385,-,Digit 7
Digit 1,62.45687,33.29199,-,Digit 1
Digit 5,-25.57082,41.891922,-,Digit 5
Digit 4,73.046715,-45.61259,-,Digit 4
Digit 6,-93.556625,6.3754177,-,Digit 6
Digit 6,-50.16306,-12.392353,-,Digit 6
Digit 6,-57.494076,-3.2134001,-,Digit 6
Digit 9,42.339905,-34.836315,-,Digit 9
Digit 9,38.44263,-53.197083,-,Digit 9
Digit 9,48.098175,-31.53789,-,Digit 9
Digit 8,4.613735,24.88115,-,Digit 8
Digit 9,-1.8905829,-68.79246,-,Digit 9
Digit 3,11.34823,76.23466,-,Digit 3
Digit 9,27.920885,-27.52883,-,Digit 9
Digit 7,80.17543,-2.723434,-,Digit 7
Digit 2,-71.87805,-53.50623,-,Digit 2
Digit 7,93.31515,-19.766485,-,Digit 7
Digit 9,-11.311283,-71.34386,-,Digit 9
Digit 3,0.6475349,51.204304,-,Digit 3
Digit 4,22.209763,-25.141958,-,Digit 4
Digit 7,66.74659,-27.711723,-,Digit 7
Digit 7,52.12505,2.3974988,-,Digit 7
Digit 9,56.560543,-37.09126,-,Digit 9
Digit 0,-51.985245,59.288147,-,Digit 0
Digit 3,34.342125,60.2525,-,Digit 3
Digit 3,7.5461016,54.74627,-,Digit 3
Digit 9,43.469322,-36.60333,-,Digit 9
Digit 8,16.67188,7.4473658,-,Digit 8
Digit 8,37.3641,27.356392,-,Digit 8
Digit 5,-23.198833,-1.2787285,-,Digit 5
Digit 0,-79.39431,27.514261,-,Digit 0
Digit 9,39.87024,-53.311954,-,Digit 9
Digit 4,69.57375,-62.100456,-,Digit 4
Digit 1,-39.781452,-71.79648,-,Digit 1
Digit 1,16.562267,-6.5750537,-,Digit 1
Digit 0,-53.83205,31.144648,-,Digit 0
Digit 6,-78.46389,-8.974734,-,Digit 6
Digit 3,-5.231516,59.812088,-,Digit 3
Digit 1,-28.24429,-56.385216,-,Digit 1
Digit 1,6.7668138,-2.543573,-,Digit 1
Digit 8,42.33724,36.300526,-,Digit 8
Digit 4,32.18364,-86.46127,-,Digit 4
Digit 4,64.1507,-48.186893,-,Digit 4
Digit 3,-11.524526,79.49636,-,Digit 3
Digit 4,11.250676,-72.37259,-,Digit 4
Digit 9,3.9998934,-29.13828,-,Digit 9
Digit 9,37.074215,-41.811077,-,Digit 9
Digit 1,14.241531,-16.523626,-,Digit 1
Digit 7,64.08997,-24.58606,-,Digit 7
Digit 1,50.984207,20.488907,-,Digit 1
Digit 2,-49.14044,-49.113956,-,Digit 2
Digit 1,40.67204,11.743728,-,Digit 1
Digit 4,77.161514,-48.287888,-,Digit 4
Digit 2,-35.831173,-36.236767,-,Digit 2
Digit 5,-22.899763,-1.194438,-,Digit 5
Digit 8,53.0711,37.39183,-,Digit 8
Digit 6,-77.187416,-0.29129753,-,Digit 6
Digit 7,71.74987,3.378809,-,Digit 7
Digit 1,10.838849,-11.944167,-,Digit 1
Digit 4,73.779015,-44.52745,-,Digit 4
Digit 6,-56.499493,0.3041907,-,Digit 6
Digit 2,-7.7139654,-28.642117,-,Digit 2
Digit 4,-0.67525655,-56.253292,-,Digit 4
Digit 3,-3.318373,82.780556,-,Digit 3
Digit 9,7.3327017,-62.593124,-,Digit 9
Digit 1,52.11075,25.515533,-,Digit 1
Digit 3,19.578674,71.67517,-,Digit 3
Digit 6,-52.950443,-17.603275,-,Digit 6
Digit 4,31.761843,-65.220604,-,Digit 4
Digit 9,38.1424,-34.177364,-,Digit 9
Digit 6,-52.896233,-13.121949,-,Digit 6
Digit 1,63.37065,31.055046,-,Digit 1
Digit 1,-42.695896,-76.29493,-,Digit 1
Digit 9,-2.1300995,66.46269,-,Digit 9
Digit 7,84.06996,9.759212,-,Digit 7
Digit 0,-53.16303,76.09731,-,Digit 0
Digit 1,-23.114645,-53.921818,-,Digit 1
Digit 0,-64.250465,66.80293,-,Digit 0
Digit 0,-30.199656,76.33875,-,Digit 0
Digit 0,-64.77174,47.897972,-,Digit 0
Digit 3,-20.521643,52.061256,-,Digit 3
Digit 7,72.18244,-11.903132,-,Digit 7
Digit 5,-31.811964,29.823519,-,Digit 5
Digit 0,-71.977196,49.51817,-,Digit 0
Digit 1,62.29101,39.355007,-,Digit 1
Digit 7,70.25258,-1.7565931,-,Digit 7
Digit 1,-38.655945,-68.25559,-,Digit 1
Digit 3,31.092136,70.69553,-,Digit 3
Digit 2,-44.393547,73.0868,-,Digit 2
