,x,y,mannual_label,correct_label
Digit 2,-1.3757514,11.999804,-,Digit 2
Digit 7,11.589842,-8.061302,-,Digit 7
Digit 1,11.3565,7.5969353,-,Digit 1
Digit 3,-4.8992624,3.6085157,-,Digit 3
Digit 5,-3.2181478,-6.2194047,-,Digit 5
Digit 3,-6.896469,-2.944219,-,Digit 3
Digit 8,0.2934494,1.5202715,-,Digit 8
Digit 6,-9.427256,6.451381,-,Digit 6
Digit 7,8.929853,-11.987788,-,Digit 7
Digit 0,-16.256054,-3.1504004,-,Digit 0
Digit 3,-5.455931,-5.952976,-,Digit 3
Digit 3,-3.5545797,4.5934157,-,Digit 3
Digit 1,8.899876,12.809279,-,Digit 1
Digit 2,-2.4672647,10.276347,-,Digit 2
Digit 1,7.3381534,14.047694,-,Digit 1
Digit 0,-16.256277,-0.01685258,-,Digit 0
Digit 0,-18.816631,2.0193987,-,Digit 0
Digit 3,-3.3324122,3.6686797,-,Digit 3
Digit 9,-0.51164085,-12.647144,-,Digit 9
Digit 0,-17.995594,-1.7427032,-,Digit 0
Digit 0,-15.876479,8.564555,-,Digit 0
Digit 7,14.659521,-5.347706,-,Digit 7
Digit 6,-10.701367,3.135925,-,Digit 6
Digit 7,12.397848,-9.372503,-,Digit 7
Digit 7,14.241228,-7.8291802,-,Digit 7
Digit 7,11.537866,-8.400887,-,Digit 7
Digit 0,-17.786568,3.2097898,-,Digit 0
Digit 8,-8.320043,-5.66676,-,Digit 8
Digit 2,6.1977663,-0.69698465,-,Digit 2
Digit 0,-17.461756,3.1770804,-,Digit 0
Digit 1,9.656615,4.5544133,-,Digit 1
Digit 3,-7.2450776,-4.9117928,-,Digit 3
Digit 7,15.503837,-5.570759,-,Digit 7
Digit 1,10.571252,4.7163386,-,Digit 1
Digit 3,-7.1477604,0.1642128,-,Digit 3
Digit 2,3.5716553,11.821702,-,Digit 2
Digit 3,-7.5143323,-1.2118756,-,Digit 3
Digit 0,-17.61847,2.8579636,-,Digit 0
Digit 0,-13.844665,5.5114336,-,Digit 0
Digit 7,7.734869,-12.686162,-,Digit 7
Digit 5,-3.3316147,-3.1485949,-,Digit 5
Digit 3,-6.1644745,-6.490001,-,Digit 3
Digit 8,-6.9411554,-3.9951494,-,Digit 8
Digit 9,2.4556653,-9.563144,-,Digit 9
Digit 6,-8.824408,8.698557,-,Digit 6
Digit 3,-7.865872,-4.400058,-,Digit 3
Digit 7,11.105711,10.585597,-,Digit 7
Digit 4,-4.0466323,-12.468256,-,Digit 4
