,x,y,mannual_label,correct_label
Digit 2,20.273346,2.8390045,-,Digit 2
Digit 7,34.580627,-21.360926,-,Digit 7
Digit 1,20.069443,47.67338,-,Digit 1
Digit 3,-18.815279,45.441254,-,Digit 3
Digit 5,-11.370513,19.507935,-,Digit 5
Digit 3,-7.9012003,47.709805,-,Digit 3
Digit 8,4.775176,17.53404,-,Digit 8
Digit 6,-38.87605,18.749704,-,Digit 6
Digit 7,31.849247,-39.709686,-,Digit 7
Digit 0,-41.749756,-41.811604,-,Digit 0
Digit 3,23.451357,26.675297,-,Digit 3
Digit 3,-11.232943,38.617943,-,Digit 3
Digit 1,38.127213,31.954659,-,Digit 1
Digit 2,8.847089,-9.4057045,-,Digit 2
Digit 1,43.912746,23.021202,-,Digit 1
Digit 0,-29.585835,-32.215088,-,Digit 0
Digit 0,-44.704674,-28.082521,-,Digit 0
Digit 3,-9.787618,37.09763,-,Digit 3
Digit 9,6.1367645,-54.23948,-,Digit 9
Digit 0,-32.96422,-28.423857,-,Digit 0
Digit 0,-55.443142,-28.357038,-,Digit 0
Digit 7,24.950441,-7.260729,-,Digit 7
Digit 6,-51.696884,35.63364,-,Digit 6
Digit 7,38.95443,-25.109236,-,Digit 7
Digit 7,41.027256,-11.086375,-,Digit 7
Digit 7,37.38161,-18.659922,-,Digit 7
Digit 0,-52.277344,-17.894335,-,Digit 0
Digit 8,7.4357405,36.073475,-,Digit 8
Digit 2,-21.555187,-19.786655,-,Digit 2
Digit 0,-51.89665,-18.213331,-,Digit 0
Digit 1,52.82325,8.225839,-,Digit 1
Digit 3,-3.7802026,43.485157,-,Digit 3
Digit 7,29.766085,-4.016529,-,Digit 7
Digit 1,58.873405,10.49406,-,Digit 1
Digit 3,-19.313044,52.750103,-,Digit 3
Digit 2,30.486565,11.533386,-,Digit 2
Digit 3,2.1628766,38.02857,-,Digit 3
Digit 0,-52.463703,-17.820326,-,Digit 0
Digit 0,-36.666866,-4.4010963,-,Digit 0
Digit 7,40.10952,-42.031246,-,Digit 7
Digit 5,-25.490696,24.723534,-,Digit 5
Digit 3,14.66219,38.77297,-,Digit 3
Digit 8,5.297971,34.051186,-,Digit 8
Digit 9,8.629518,-44.843468,-,Digit 9
Digit 6,-32.25881,20.51678,-,Digit 6
Digit 3,-3.8210323,44.479877,-,Digit 3
Digit 7,27.28643,41.270077,-,Digit 7
Digit 4,-20.326632,-48.617214,-,Digit 4
Digit 4,-20.535088,-29.745056,-,Digit 4
Digit 8,-12.366598,8.1527405,-,Digit 8
Digit 6,-40.001194,39.005825,-,Digit 6
Digit 4,-1.6427826,-37.570934,-,Digit 4
Digit 3,-0.1175777,45.790707,-,Digit 3
Digit 5,-20.358719,24.892548,-,Digit 5
Digit 7,44.60656,-19.817701,-,Digit 7
Digit 8,5.012311,18.697535,-,Digit 8
Digit 4,-16.090237,-22.5655,-,Digit 4
Digit 9,13.33233,-54.819492,-,Digit 9
Digit 7,32.782192,-30.117598,-,Digit 7
Digit 9,19.58984,-27.85917,-,Digit 9
Digit 8,0.07693816,-2.2041154,-,Digit 8
Digit 0,-26.720692,-26.680813,-,Digit 0
Digit 2,30.848,5.1758733,-,Digit 2
Digit 9,-2.8613338,-24.58889,-,Digit 9
Digit 5,-14.627017,24.681417,-,Digit 5
Digit 6,-42.26443,14.164847,-,Digit 6
Digit 7,29.584959,-7.390126,-,Digit 7
Digit 4,-0.65086216,-21.068926,-,Digit 4
Digit 2,24.986826,0.91961646,-,Digit 2
Digit 9,-22.068338,-44.103073,-,Digit 9
Digit 7,39.500034,-32.66098,-,Digit 7
Digit 9,18.798819,-23.657246,-,Digit 9
Digit 6,-56.452793,6.5520973,-,Digit 6
Digit 3,-9.637632,56.377216,-,Digit 3
Digit 9,13.227398,-12.770447,-,Digit 9
Digit 3,-13.568204,57.804165,-,Digit 3
Digit 5,-22.442541,6.4464703,-,Digit 5
Digit 9,15.687509,-41.85114,-,Digit 9
Digit 7,40.387558,-15.673389,-,Digit 7
Digit 2,9.7244835,-0.60660344,-,Digit 2
Digit 2,-14.564318,-13.92031,-,Digit 2
Digit 8,14.103722,-13.150263,-,Digit 8
Digit 8,-8.671497,13.909605,-,Digit 8
Digit 9,18.276653,-55.464077,-,Digit 9
Digit 1,33.213352,26.821463,-,Digit 1
Digit 8,17.975212,21.854635,-,Digit 8
Digit 4,-19.051456,-36.464363,-,Digit 4
Digit 7,29.445189,-4.383219,-,Digit 7
Digit 0,-50.314915,-5.968325,-,Digit 0
Digit 3,-3.87222,44.015015,-,Digit 3
Digit 5,-25.54154,-12.365912,-,Digit 5
Digit 7,36.975735,-10.594512,-,Digit 7
Digit 5,-22.125233,-10.706233,-,Digit 5
Digit 6,-36.784737,44.8033,-,Digit 6
Digit 0,-37.501564,-3.0018163,-,Digit 0
Digit 4,-9.8555565,-31.170479,-,Digit 4
Digit 6,-38.432793,17.015305,-,Digit 6
Digit 1,36.656315,50.75024,-,Digit 1
Digit 0,-29.836227,-17.80889,-,Digit 0
Digit 8,-9.102137,11.956271,-,Digit 8
Digit 1,28.103937,47.61709,-,Digit 1
Digit 9,24.659208,-44.043243,-,Digit 9
Digit 3,-36.365498,6.2014713,-,Digit 3
Digit 1,35.1757,23.88868,-,Digit 1
Digit 2,15.588432,-6.7850914,-,Digit 2
Digit 8,3.3446927,21.981047,-,Digit 8
Digit 3,-1.5539036,29.979317,-,Digit 3
Digit 1,37.387104,37.590965,-,Digit 1
Digit 6,-29.635574,42.46909,-,Digit 6
Digit 7,30.198648,-26.752068,-,Digit 7
Digit 7,50.49165,-15.339334,-,Digit 7
Digit 2,11.2788925,-5.007402,-,Digit 2
Digit 5,-26.585918,14.853078,-,Digit 5
Digit 2,9.665765,-0.8880497,-,Digit 2
Digit 3,-12.706489,57.702988,-,Digit 3
Digit 3,-0.091987185,50.61099,-,Digit 3
Digit 7,35.70809,-5.2904577,-,Digit 7
Digit 3,9.651913,29.312803,-,Digit 3
Digit 3,-3.199297,36.106884,-,Digit 3
Digit 3,5.9731455,49.25111,-,Digit 3
Digit 2,-15.3429365,-7.814894,-,Digit 2
Digit 3,-0.33505425,51.083336,-,Digit 3
Digit 5,-1.7683192,40.774982,-,Digit 5
Digit 6,-25.56226,32.95361,-,Digit 6
Digit 1,29.91935,29.291565,-,Digit 1
Digit 4,-8.188507,-60.519703,-,Digit 4
Digit 7,45.74273,-29.123363,-,Digit 7
Digit 7,40.65257,-37.227074,-,Digit 7
Digit 6,-48.630836,11.994287,-,Digit 6
Digit 2,14.142203,-4.7583714,-,Digit 2
Digit 6,-54.802868,7.121235,-,Digit 6
Digit 7,43.276436,-38.119457,-,Digit 7
Digit 0,-50.56743,-5.437565,-,Digit 0
Digit 3,-2.6520956,54.677517,-,Digit 3
Digit 0,-46.126717,-12.581846,-,Digit 0
Digit 4,-28.90701,37.648506,-,Digit 4
Digit 4,-23.606514,-49.72753,-,Digit 4
Digit 2,21.726807,6.6604795,-,Digit 2
Digit 5,-10.035753,25.643358,-,Digit 5
Digit 1,57.137135,21.879545,-,Digit 1
Digit 9,3.9340649,-33.58382,-,Digit 9
Digit 0,-47.658863,-31.16436,-,Digit 0
Digit 6,-47.87478,10.893601,-,Digit 6
Digit 2,19.690855,16.609787,-,Digit 2
Digit 7,52.071857,-30.184536,-,Digit 7
Digit 1,36.99754,29.608818,-,Digit 1
Digit 5,-22.155426,25.50142,-,Digit 5
Digit 4,-11.550187,-22.233145,-,Digit 4
Digit 6,-59.46653,15.210239,-,Digit 6
Digit 6,-33.5466,26.194983,-,Digit 6
Digit 6,-30.78053,44.561,-,Digit 6
Digit 9,17.659885,-20.03686,-,Digit 9
Digit 9,15.875598,-35.890224,-,Digit 9
Digit 9,9.292668,-20.350788,-,Digit 9
Digit 8,5.1909633,17.235834,-,Digit 8
Digit 9,2.7137651,-55.15851,-,Digit 9
Digit 3,3.265646,60.81564,-,Digit 3
Digit 9,16.1768,-31.30953,-,Digit 9
Digit 7,48.09021,-33.088844,-,Digit 7
Digit 2,-12.323746,-5.919925,-,Digit 2
Digit 7,44.686283,-37.115215,-,Digit 7
Digit 9,0.031555213,-49.490425,-,Digit 9
Digit 3,7.887759,40.125957,-,Digit 3
Digit 4,8.00249,-27.441723,-,Digit 4
Digit 7,24.803091,-12.149503,-,Digit 7
Digit 7,31.282017,-12.068524,-,Digit 7
Digit 9,4.6182933,-19.009409,-,Digit 9
Digit 0,-38.06631,-7.19057,-,Digit 0
Digit 3,-2.807209,31.27074,-,Digit 3
Digit 3,9.976335,46.35623,-,Digit 3
Digit 9,10.700446,-15.237982,-,Digit 9
Digit 8,11.512656,9.169702,-,Digit 8
Digit 8,-2.1571677,7.1964297,-,Digit 8
Digit 5,-23.040829,-15.274406,-,Digit 5
Digit 0,-38.9676,-38.023438,-,Digit 0
Digit 9,15.887146,-36.926167,-,Digit 9
Digit 4,-15.97835,-22.619482,-,Digit 4
Digit 1,54.054012,-6.538922,-,Digit 1
Digit 1,22.332264,46.15524,-,Digit 1
Digit 0,-53.819233,-4.682204,-,Digit 0
Digit 6,-49.322784,22.193304,-,Digit 6
Digit 3,16.143137,38.996216,-,Digit 3
