,x,y,mannual_label,correct_label
Digit 2,1.5361335,5.177177,-,Digit 2
Digit 7,6.6686454,-5.8457747,-,Digit 7
Digit 1,6.3297067,3.753002,-,Digit 1
Digit 3,-1.456099,9.762747,-,Digit 3
Digit 5,-3.8227587,4.591431,-,Digit 5
Digit 3,-3.7761388,6.761196,-,Digit 3
Digit 8,-0.7766534,4.3127055,-,Digit 8
Digit 6,-6.452586,-1.1079084,-,Digit 6
Digit 7,4.688083,-8.57555,-,Digit 7
Digit 0,-9.756423,6.3732,-,Digit 0
Digit 3,-0.6683998,6.036996,-,Digit 3
Digit 3,-0.34616393,9.756538,-,Digit 3
Digit 1,9.014736,3.254886,-,Digit 1
Digit 2,-0.6061662,-0.101154245,-,Digit 2
Digit 1,9.540315,2.0040834,-,Digit 1
Digit 0,-9.37496,4.834766,-,Digit 0
Digit 0,-11.111689,3.0805495,-,Digit 0
Digit 3,-0.48451093,9.10164,-,Digit 3
Digit 9,-0.70628107,-8.223538,-,Digit 9
Digit 0,-10.552719,4.925718,-,Digit 0
Digit 0,-10.529189,0.75134987,-,Digit 0
Digit 7,8.3532295,-4.687269,-,Digit 7
Digit 6,-7.5669556,-2.3185623,-,Digit 6
Digit 7,6.677874,-6.556377,-,Digit 7
Digit 7,7.984315,-6.033755,-,Digit 7
Digit 7,6.7118073,-6.290288,-,Digit 7
Digit 0,-10.3984995,3.2532454,-,Digit 0
Digit 8,-5.1409,7.4863367,-,Digit 8
Digit 2,0.68299776,-3.0129423,-,Digit 2
Digit 0,-10.049989,3.1272762,-,Digit 0
Digit 1,4.777062,2.6792524,-,Digit 1
Digit 3,-4.653537,7.058125,-,Digit 3
Digit 7,8.9498825,-4.7708035,-,Digit 7
Digit 1,5.2518425,2.8572252,-,Digit 1
Digit 3,-3.6341925,9.40415,-,Digit 3
Digit 2,3.8484,6.9020753,-,Digit 2
Digit 3,-3.4914765,8.241139,-,Digit 3
Digit 0,-10.252039,3.7363808,-,Digit 0
Digit 0,-7.5787525,1.5160983,-,Digit 0
Digit 7,3.7748356,-8.642514,-,Digit 7
Digit 5,-5.0261207,3.3671856,-,Digit 5
Digit 3,-3.330421,6.8415074,-,Digit 3
Digit 8,-4.5354776,6.296754,-,Digit 8
Digit 9,0.87616336,-6.2424235,-,Digit 9
Digit 6,-5.4701185,0.8099325,-,Digit 6
Digit 3,-4.9780455,7.6108904,-,Digit 3
Digit 7,7.740907,3.5915735,-,Digit 7
Digit 4,-2.898318,-7.995414,-,Digit 4
Digit 4,4.3984647,-3.1152802,-,Digit 4
Digit 8,1.444241,1.6128169,-,Digit 8
Digit 6,-6.6170144,-1.1582582,-,Digit 6
Digit 4,0.63230217,-5.47081,-,Digit 4
Digit 3,-3.6311789,7.6203957,-,Digit 3
Digit 5,-4.305227,3.5413659,-,Digit 5
Digit 7,6.996979,-7.193191,-,Digit 7
Digit 8,-0.19348939,3.7751844,-,Digit 8
Digit 4,5.577509,-2.6550236,-,Digit 4
Digit 9,0.5772341,-7.363932,-,Digit 9
Digit 7,6.3415284,0.22824335,-,Digit 7
Digit 9,4.144154,-5.6406193,-,Digit 9
Digit 8,3.1650853,0.6792721,-,Digit 8
Digit 0,-8.223318,4.426146,-,Digit 0
Digit 2,3.5346565,5.2789507,-,Digit 2
Digit 9,7.5734005,2.4352386,-,Digit 9
Digit 5,-4.4981246,4.252778,-,Digit 5
Digit 6,-7.7489386,0.40288278,-,Digit 6
Digit 7,8.862733,-4.8154063,-,Digit 7
Digit 4,6.6654496,-2.8895285,-,Digit 4
Digit 2,1.8572905,4.974286,-,Digit 2
Digit 9,-12.306558,1.484669,-,Digit 9
Digit 7,5.6322045,-8.2484045,-,Digit 7
Digit 9,5.168516,-4.1548853,-,Digit 9
Digit 6,-8.130983,-5.011537,-,Digit 6
Digit 3,-1.4964068,8.367969,-,Digit 3
Digit 9,6.1219597,-1.0280452,-,Digit 9
Digit 3,-1.3269076,8.502749,-,Digit 3
Digit 5,0.49778983,-3.982276,-,Digit 5
Digit 9,2.3599894,-7.225328,-,Digit 9
Digit 7,8.421187,-5.681504,-,Digit 7
Digit 2,0.9493722,3.1451669,-,Digit 2
Digit 2,-1.8081038,0.7444973,-,Digit 2
Digit 8,5.324136,-0.84244365,-,Digit 8
Digit 8,1.1335982,1.9633647,-,Digit 8
Digit 9,1.2044961,-7.5832615,-,Digit 9
Digit 1,9.425392,3.6401837,-,Digit 1
Digit 8,4.4338584,0.8902486,-,Digit 8
Digit 4,4.0458837,-3.6796517,-,Digit 4
Digit 7,9.027063,-4.649738,-,Digit 7
Digit 0,-9.589547,1.8116059,-,Digit 0
Digit 3,-4.3657913,6.6192274,-,Digit 3
Digit 5,-2.0027192,-2.1828828,-,Digit 5
Digit 7,7.313849,-4.533526,-,Digit 7
Digit 5,-1.603036,-2.382983,-,Digit 5
Digit 6,-6.109763,-2.5674455,-,Digit 6
Digit 0,-8.198504,1.5847269,-,Digit 0
Digit 4,3.8277185,-2.9834332,-,Digit 4
Digit 6,-6.477179,-0.4804864,-,Digit 6
Digit 1,5.785623,4.4040065,-,Digit 1
Digit 0,-7.17439,4.6264787,-,Digit 0
Digit 8,1.471265,0.46269464,-,Digit 8
Digit 1,6.58021,2.9069636,-,Digit 1
Digit 9,0.8305863,-6.360354,-,Digit 9
Digit 3,-5.5931416,1.6078341,-,Digit 3
Digit 1,9.4741335,3.721558,-,Digit 1
Digit 2,3.0508296,4.2218676,-,Digit 2
Digit 8,-0.19423923,5.0292087,-,Digit 8
Digit 3,-2.8483982,3.8543262,-,Digit 3
Digit 1,8.916782,3.4036694,-,Digit 1
Digit 6,-5.673121,-2.3765497,-,Digit 6
Digit 7,4.8138866,-6.6264935,-,Digit 7
Digit 7,7.233561,-8.211049,-,Digit 7
Digit 2,2.3576746,3.9782622,-,Digit 2
Digit 5,-3.632325,1.9873837,-,Digit 5
Digit 2,-0.13105458,2.0117073,-,Digit 2
Digit 3,-0.29791707,8.062047,-,Digit 3
Digit 3,-3.2107527,8.715765,-,Digit 3
Digit 7,7.2149158,-0.25808325,-,Digit 7
Digit 3,-0.7112722,7.3140798,-,Digit 3
Digit 3,-3.0992377,8.411954,-,Digit 3
Digit 3,-2.021181,6.973442,-,Digit 3
Digit 2,-1.0079671,0.080143675,-,Digit 2
Digit 3,-2.706075,8.940178,-,Digit 3
Digit 5,-2.7340124,3.6344602,-,Digit 5
Digit 6,7.616698,5.4404564,-,Digit 6
Digit 1,8.445151,3.9627762,-,Digit 1
Digit 4,-1.9889325,-9.559812,-,Digit 4
Digit 7,5.2159915,-8.249626,-,Digit 7
Digit 7,4.90208,-8.152429,-,Digit 7
Digit 6,-6.3111043,-3.281934,-,Digit 6
Digit 2,2.6855023,3.867645,-,Digit 2
Digit 6,-7.8682446,-4.875597,-,Digit 6
Digit 7,4.3398004,-8.500945,-,Digit 7
Digit 0,-9.329331,1.4723381,-,Digit 0
Digit 3,-2.1040444,7.428235,-,Digit 3
Digit 0,-9.744591,2.6746166,-,Digit 0
Digit 4,-4.523452,-1.7708848,-,Digit 4
Digit 4,-2.9422355,-6.7658043,-,Digit 4
Digit 2,1.2239561,4.203267,-,Digit 2
Digit 5,-4.8312774,6.210835,-,Digit 5
Digit 1,10.441636,1.2615165,-,Digit 1
Digit 9,1.6056982,-4.873035,-,Digit 9
Digit 0,-11.181635,0.44459286,-,Digit 0
Digit 6,-6.426568,-3.01584,-,Digit 6
Digit 2,0.9928942,5.963585,-,Digit 2
Digit 7,4.1074853,-10.235588,-,Digit 7
Digit 1,9.361613,3.2228377,-,Digit 1
Digit 5,-5.1109676,4.5411434,-,Digit 5
Digit 4,8.940857,-0.49004194,-,Digit 4
Digit 6,-8.151405,-5.297533,-,Digit 6
Digit 6,-5.032037,-0.9283341,-,Digit 6
Digit 6,-5.4633527,-2.2093697,-,Digit 6
Digit 9,5.9666853,-3.9572725,-,Digit 9
Digit 9,3.7918708,-6.3459163,-,Digit 9
