,x,y,mannual_label,correct_label
Digit 2,30.550608,10.054056,-,Digit 2
Digit 7,29.614363,-20.873093,-,Digit 7
Digit 1,3.5349643,51.46206,-,Digit 1
Digit 3,-14.275575,41.689022,-,Digit 3
Digit 5,-10.990201,15.889213,-,Digit 5
Digit 3,-3.284097,35.101353,-,Digit 3
Digit 8,4.0246296,12.52713,-,Digit 8
Digit 6,-34.604504,18.77178,-,Digit 6
Digit 7,26.133846,-35.577583,-,Digit 7
Digit 0,-40.602634,-35.319317,-,Digit 0
Digit 3,22.851572,25.563534,-,Digit 3
Digit 3,-12.855271,36.81666,-,Digit 3
Digit 1,30.677168,31.812677,-,Digit 1
Digit 2,28.811266,-6.7139745,-,Digit 2
Digit 1,37.936188,28.017193,-,Digit 1
Digit 0,-27.960001,-27.07928,-,Digit 0
Digit 0,-42.749226,-21.977388,-,Digit 0
Digit 3,-10.995407,36.38071,-,Digit 3
Digit 9,3.4044526,-48.728477,-,Digit 9
Digit 0,-32.247597,-24.906351,-,Digit 0
Digit 0,-51.011864,-21.551336,-,Digit 0
Digit 7,21.622095,-10.105588,-,Digit 7
Digit 6,-46.95681,33.267178,-,Digit 6
Digit 7,32.91722,-25.187397,-,Digit 7
Digit 7,37.05374,-13.867354,-,Digit 7
Digit 7,32.363037,-18.884785,-,Digit 7
Digit 0,-44.746693,-13.216738,-,Digit 0
Digit 8,14.398664,18.389408,-,Digit 8
Digit 2,-20.86061,-16.268623,-,Digit 2
Digit 0,-44.415432,-13.54185,-,Digit 0
Digit 1,48.242233,6.2845545,-,Digit 1
Digit 3,-1.5589216,31.578428,-,Digit 3
Digit 7,16.445517,-11.587287,-,Digit 7
Digit 1,53.208935,10.171447,-,Digit 1
Digit 3,-19.290388,42.964523,-,Digit 3
Digit 2,32.13916,17.117622,-,Digit 2
Digit 3,6.9573193,26.789978,-,Digit 3
Digit 0,-44.867138,-13.141068,-,Digit 0
Digit 0,-31.744595,-3.0985534,-,Digit 0
Digit 7,29.802633,-39.99446,-,Digit 7
Digit 5,-20.614908,24.491032,-,Digit 5
Digit 3,17.310986,32.51767,-,Digit 3
Digit 8,12.487855,16.611101,-,Digit 8
Digit 9,3.7383778,-40.23363,-,Digit 9
Digit 6,-27.222393,20.372139,-,Digit 6
Digit 3,-1.8350078,32.38539,-,Digit 3
Digit 7,14.567664,43.152607,-,Digit 7
Digit 4,-17.278086,-47.338017,-,Digit 4
Digit 4,-20.541807,-25.824312,-,Digit 4
Digit 8,-9.067195,-0.6730122,-,Digit 8
Digit 6,-35.37792,36.096813,-,Digit 6
Digit 4,-4.5558887,-33.67662,-,Digit 4
Digit 3,4.4450655,34.603374,-,Digit 3
Digit 5,-16.188126,24.75547,-,Digit 5
Digit 7,36.544857,-21.766432,-,Digit 7
Digit 8,3.3180528,11.781468,-,Digit 8
Digit 4,-16.013693,-18.165447,-,Digit 4
Digit 9,10.121257,-49.15662,-,Digit 9
Digit 7,26.392658,-27.978987,-,Digit 7
Digit 9,11.699368,-24.029173,-,Digit 9
Digit 8,-12.335027,-9.917249,-,Digit 8
Digit 0,-25.347233,-21.748838,-,Digit 0
Digit 2,35.566914,11.868734,-,Digit 2
Digit 9,-5.33008,-19.927866,-,Digit 9
Digit 5,-11.879094,22.422472,-,Digit 5
Digit 6,-37.852467,14.59123,-,Digit 6
Digit 7,23.906433,-12.595126,-,Digit 7
Digit 4,-6.305576,-15.449131,-,Digit 4
Digit 2,36.881786,5.893857,-,Digit 2
Digit 9,-15.314947,-43.589447,-,Digit 9
Digit 7,36.208687,-33.55316,-,Digit 7
Digit 9,13.343333,-21.009787,-,Digit 9
Digit 6,-50.609383,6.267113,-,Digit 6
Digit 3,-10.775258,44.94264,-,Digit 3
Digit 9,-1.8236241,-10.260796,-,Digit 9
Digit 3,-13.337439,48.389996,-,Digit 3
Digit 5,-19.634825,5.528718,-,Digit 5
Digit 9,10.6658325,-37.788166,-,Digit 9
Digit 7,41.295326,-14.020571,-,Digit 7
Digit 2,16.91728,7.1363473,-,Digit 2
Digit 2,15.476827,-8.262126,-,Digit 2
Digit 8,-1.1896999,-10.439182,-,Digit 8
Digit 8,-8.76528,4.534693,-,Digit 8
Digit 9,14.529967,-50.80381,-,Digit 9
Digit 1,33.068745,38.85761,-,Digit 1
Digit 8,12.221925,10.390209,-,Digit 8
Digit 4,-19.192713,-31.845694,-,Digit 4
Digit 7,16.790724,-11.909777,-,Digit 7
Digit 0,-42.966526,-2.3282647,-,Digit 0
Digit 3,-1.7075893,32.00248,-,Digit 3
Digit 5,-23.000732,-9.593929,-,Digit 5
Digit 7,32.497345,-14.316369,-,Digit 7
Digit 5,-19.75848,-8.083883,-,Digit 5
Digit 6,-32.196823,41.105145,-,Digit 6
Digit 0,-32.84886,-2.0709863,-,Digit 0
Digit 4,-11.355703,-26.42671,-,Digit 4
Digit 6,-34.294075,17.218634,-,Digit 6
Digit 1,21.92037,51.780857,-,Digit 1
Digit 0,-27.447725,-14.535169,-,Digit 0
Digit 8,-8.198097,2.7803986,-,Digit 8
Digit 1,10.566383,46.232204,-,Digit 1
Digit 9,19.024368,-39.177086,-,Digit 9
Digit 3,-31.870815,7.691053,-,Digit 3
Digit 1,36.75104,38.752388,-,Digit 1
Digit 2,33.383736,-0.083115675,-,Digit 2
Digit 8,-0.32758725,10.565661,-,Digit 8
Digit 3,0.56656486,22.496254,-,Digit 3
Digit 1,29.547853,41.396572,-,Digit 1
Digit 6,-27.12452,37.60659,-,Digit 6
Digit 7,24.472538,-24.635483,-,Digit 7
Digit 7,44.463203,-18.024393,-,Digit 7
Digit 2,30.359066,-2.014932,-,Digit 2
Digit 5,-22.95708,14.594051,-,Digit 5
Digit 2,16.799984,7.0142674,-,Digit 2
Digit 3,-12.874613,47.662884,-,Digit 3
Digit 3,2.8996565,38.35382,-,Digit 3
Digit 7,35.747047,-7.3965807,-,Digit 7
Digit 3,10.199305,24.665812,-,Digit 3
Digit 3,3.4384677,27.053713,-,Digit 3
Digit 3,9.870466,37.248577,-,Digit 3
Digit 2,9.479646,-5.019559,-,Digit 2
Digit 3,2.5729063,38.709446,-,Digit 3
Digit 5,-1.8251162,28.35759,-,Digit 5
Digit 6,-22.406904,29.85298,-,Digit 6
Digit 1,26.857588,38.552856,-,Digit 1
Digit 4,-10.090156,-54.867725,-,Digit 4
Digit 7,38.718105,-30.492031,-,Digit 7
Digit 7,34.89167,-37.462772,-,Digit 7
Digit 6,-44.083477,12.330205,-,Digit 6
Digit 2,33.12723,-2.539142,-,Digit 2
Digit 6,-49.24803,7.007466,-,Digit 6
Digit 7,33.524246,-39.683735,-,Digit 7
Digit 0,-43.15447,-1.8186308,-,Digit 0
Digit 3,-5.4862666,42.403187,-,Digit 3
Digit 0,-40.60449,-8.517179,-,Digit 0
Digit 4,-25.677954,33.494015,-,Digit 4
Digit 4,-21.130123,-44.673767,-,Digit 4
Digit 2,27.653362,7.6596284,-,Digit 2
Digit 5,-8.307099,20.739532,-,Digit 5
Digit 1,46.869576,20.700583,-,Digit 1
Digit 9,-0.46913826,-28.378563,-,Digit 9
Digit 0,-48.859818,-28.798326,-,Digit 0
Digit 6,-43.24104,11.444865,-,Digit 6
Digit 2,10.408671,13.144321,-,Digit 2
Digit 7,44.730713,-32.172325,-,Digit 7
Digit 1,32.226616,33.714718,-,Digit 1
Digit 5,-17.748968,25.463812,-,Digit 5
Digit 4,-12.467337,-17.54441,-,Digit 4
Digit 6,-54.197117,13.994648,-,Digit 6
Digit 6,-30.148716,23.659813,-,Digit 6
Digit 6,-26.54983,39.58668,-,Digit 6
Digit 9,7.665397,-17.159124,-,Digit 9
Digit 9,9.689272,-31.75542,-,Digit 9
Digit 9,3.2322931,-16.727947,-,Digit 9
Digit 8,4.3026905,12.194817,-,Digit 8
Digit 9,0.42264342,-49.319305,-,Digit 9
Digit 3,-0.17881273,43.172966,-,Digit 3
