,x,y,mannual_label,correct_label
Digit 2,1.092348,24.9051,-,Digit 2
Digit 7,17.139008,-15.549208,-,Digit 7
Digit 1,22.776337,11.156912,-,Digit 1
Digit 3,-11.197866,13.705431,-,Digit 3
Digit 5,-7.59245,-7.4662404,-,Digit 5
Digit 3,-10.134807,5.0665617,-,Digit 3
Digit 8,1.5688552,6.1432242,-,Digit 8
Digit 6,-17.783356,-1.7303562,-,Digit 6
Digit 7,12.612451,-21.159838,-,Digit 7
Digit 0,-29.918364,-1.0840173,-,Digit 0
Digit 3,-1.7882851,3.2007117,-,Digit 3
Digit 3,-8.978694,15.560024,-,Digit 3
Digit 1,17.874208,18.696068,-,Digit 1
Digit 2,-3.1059127,20.629225,-,Digit 2
Digit 1,16.760134,21.293377,-,Digit 1
Digit 0,-27.041365,3.1466281,-,Digit 0
Digit 0,-30.13266,7.4852734,-,Digit 0
Digit 3,-8.407754,14.726946,-,Digit 3
Digit 9,-3.306882,-19.979874,-,Digit 9
Digit 0,-31.332087,2.1196845,-,Digit 0
Digit 0,-24.892498,14.764337,-,Digit 0
Digit 7,21.799507,-13.570018,-,Digit 7
Digit 6,-20.637434,-7.108317,-,Digit 6
Digit 7,16.972784,-18.704199,-,Digit 7
Digit 7,20.551943,-16.900597,-,Digit 7
Digit 7,17.715038,-16.014578,-,Digit 7
Digit 0,-27.844305,8.30652,-,Digit 0
Digit 8,-6.7594657,2.1969588,-,Digit 8
Digit 2,6.6322227,-2.1632876,-,Digit 2
Digit 0,-27.62355,8.000572,-,Digit 0
Digit 1,22.767729,4.7670183,-,Digit 1
Digit 3,-8.715687,4.245113,-,Digit 3
Digit 7,23.289307,-14.888964,-,Digit 7
Digit 1,24.131748,6.014668,-,Digit 1
Digit 3,-12.870493,9.127331,-,Digit 3
Digit 2,6.3329806,16.994766,-,Digit 2
Digit 3,-4.9338107,7.235699,-,Digit 3
Digit 0,-27.834593,7.7151318,-,Digit 0
Digit 0,-20.5801,9.413036,-,Digit 0
Digit 7,10.48099,-22.955893,-,Digit 7
Digit 5,-9.406864,-3.6967843,-,Digit 5
Digit 3,-5.070439,5.1775618,-,Digit 3
Digit 8,-9.381992,0.83140147,-,Digit 8
Digit 9,3.1682131,-16.521929,-,Digit 9
Digit 6,-16.63379,2.0974689,-,Digit 6
Digit 3,-9.65747,3.4293306,-,Digit 3
Digit 7,21.659622,15.11097,-,Digit 7
Digit 4,-9.690883,-20.390404,-,Digit 4
Digit 4,11.131583,-7.227113,-,Digit 4
Digit 8,6.3373036,7.792293,-,Digit 8
Digit 6,-19.036083,-3.5717478,-,Digit 6
Digit 4,-0.36942607,-13.757875,-,Digit 4
Digit 3,-10.128816,4.62371,-,Digit 3
Digit 5,-7.5977244,-3.9662468,-,Digit 5
Digit 7,18.611366,-19.326998,-,Digit 7
Digit 8,1.4051217,6.288106,-,Digit 8
Digit 4,13.091457,-6.5062485,-,Digit 4
Digit 9,0.12680465,-18.367743,-,Digit 9
Digit 7,21.419775,-5.457025,-,Digit 7
Digit 9,9.274486,-14.855864,-,Digit 9
Digit 8,13.076025,6.755891,-,Digit 8
Digit 0,-23.962017,3.752598,-,Digit 0
Digit 2,1.0385014,21.148602,-,Digit 2
Digit 9,18.784138,12.456633,-,Digit 9
Digit 5,-11.217978,-4.8426037,-,Digit 5
Digit 6,-20.268099,0.04629324,-,Digit 6
Digit 7,22.787739,-14.810124,-,Digit 7
Digit 4,15.182229,-5.6688313,-,Digit 4
Digit 2,-0.34037402,24.112545,-,Digit 2
Digit 9,-12.1258335,-18.312088,-,Digit 9
Digit 7,14.148013,-22.190638,-,Digit 7
Digit 9,13.345141,-9.950698,-,Digit 9
Digit 6,-19.17065,-14.175259,-,Digit 6
Digit 3,-9.594643,11.129496,-,Digit 3
Digit 9,14.607244,4.653094,-,Digit 9
Digit 3,-11.35491,11.543225,-,Digit 3
Digit 5,0.5261304,-9.483328,-,Digit 5
Digit 9,5.5958023,-18.855988,-,Digit 9
Digit 7,21.198486,-15.294121,-,Digit 7
Digit 2,-2.775588,23.181612,-,Digit 2
Digit 2,-18.728521,16.646145,-,Digit 2
Digit 8,14.352226,4.397265,-,Digit 8
Digit 8,4.8746085,8.988742,-,Digit 8
Digit 9,2.5648189,-19.597126,-,Digit 9
Digit 1,14.539001,17.288109,-,Digit 1
Digit 8,-0.20838332,2.4391766,-,Digit 8
Digit 4,8.109421,-8.180338,-,Digit 4
Digit 7,23.339788,-14.429536,-,Digit 7
Digit 0,-24.120968,11.191831,-,Digit 0
Digit 3,-9.1475725,4.007308,-,Digit 3
Digit 5,2.096254,-3.067592,-,Digit 5
Digit 7,19.565153,-13.532295,-,Digit 7
Digit 5,3.5274005,-2.7943277,-,Digit 5
Digit 6,-17.004728,-5.772186,-,Digit 6
Digit 0,-21.191458,9.690245,-,Digit 0
Digit 4,9.041517,-5.9545264,-,Digit 4
Digit 6,-18.247667,-1.2923393,-,Digit 6
Digit 1,18.659151,8.759716,-,Digit 1
Digit 0,-24.557135,-0.6789452,-,Digit 0
Digit 8,8.608119,10.036333,-,Digit 8
Digit 1,24.21588,13.358671,-,Digit 1
Digit 9,2.833624,-17.064642,-,Digit 9
Digit 3,-14.289106,15.336519,-,Digit 3
Digit 1,13.984867,17.293201,-,Digit 1
Digit 2,-0.8933547,19.853243,-,Digit 2
Digit 8,2.476798,8.770938,-,Digit 8
Digit 3,-1.263772,11.887181,-,Digit 3
Digit 1,17.919409,17.76553,-,Digit 1
Digit 6,-15.672033,-5.7053614,-,Digit 6
Digit 7,13.079347,-17.627914,-,Digit 7
