,x,y,mannual_label,correct_label
Digit 2,-2.2481017,-13.618339,-,Digit 2
Digit 7,26.202856,-13.524444,-,Digit 7
Digit 1,0.67795306,41.214733,-,Digit 1
Digit 3,-9.320366,30.578657,-,Digit 3
Digit 5,-9.686222,11.700944,-,Digit 5
Digit 3,0.061632767,32.434196,-,Digit 3
Digit 8,8.417275,10.139498,-,Digit 8
Digit 6,-26.176554,14.96098,-,Digit 6
Digit 7,24.372744,-26.537487,-,Digit 7
Digit 0,-28.879965,-31.096443,-,Digit 0
Digit 3,22.658934,17.366062,-,Digit 3
Digit 3,-6.1543946,26.488358,-,Digit 3
Digit 1,29.925467,30.867016,-,Digit 1
Digit 2,-5.113336,-13.832,-,Digit 2
Digit 1,30.391628,23.619667,-,Digit 1
Digit 0,-21.109514,-22.906744,-,Digit 0
Digit 0,-33.385704,-19.757801,-,Digit 0
Digit 3,-4.729881,26.737906,-,Digit 3
Digit 9,5.1624002,-38.20743,-,Digit 9
Digit 0,-24.87708,-21.57054,-,Digit 0
Digit 0,-39.191566,-21.86614,-,Digit 0
Digit 7,17.892134,-3.046137,-,Digit 7
Digit 6,-36.743156,25.411545,-,Digit 6
Digit 7,29.412333,-16.254526,-,Digit 7
Digit 7,29.919168,-6.7999744,-,Digit 7
Digit 7,28.082989,-11.412005,-,Digit 7
Digit 0,-38.448563,-12.577649,-,Digit 0
Digit 8,16.483425,16.342655,-,Digit 8
Digit 2,-16.04403,-14.340045,-,Digit 2
Digit 0,-38.215363,-12.76961,-,Digit 0
Digit 1,36.48885,8.95544,-,Digit 1
Digit 3,2.672516,27.72601,-,Digit 3
Digit 7,19.608566,0.05463919,-,Digit 7
Digit 1,40.66391,11.466138,-,Digit 1
Digit 3,-14.198549,30.979036,-,Digit 3
Digit 2,22.859547,4.5684657,-,Digit 2
Digit 3,12.392361,24.62425,-,Digit 3
Digit 0,-38.558437,-12.5502,-,Digit 0
Digit 0,-26.598204,-3.9890828,-,Digit 0
Digit 7,28.04901,-28.759388,-,Digit 7
Digit 5,-17.031752,20.392628,-,Digit 5
Digit 3,16.910975,23.245623,-,Digit 3
Digit 8,14.717825,15.226239,-,Digit 8
Digit 9,6.965534,-31.774446,-,Digit 9
Digit 6,-22.754976,17.384748,-,Digit 6
Digit 3,3.0029397,28.12227,-,Digit 3
Digit 7,11.962203,35.902954,-,Digit 7
Digit 4,-11.051502,-38.0627,-,Digit 4
Digit 4,-15.861116,-24.206636,-,Digit 4
Digit 8,-6.254617,6.45834,-,Digit 8
Digit 6,-28.882301,27.63274,-,Digit 6
Digit 4,0.14066632,-26.586567,-,Digit 4
Digit 3,5.4596715,27.87528,-,Digit 3
Digit 5,-13.065608,20.84498,-,Digit 5
Digit 7,33.139812,-12.024981,-,Digit 7
Digit 8,8.268708,11.031298,-,Digit 8
Digit 4,-14.350189,-19.580463,-,Digit 4
Digit 9,12.497304,-37.91564,-,Digit 9
Digit 7,25.068274,-19.841133,-,Digit 7
Digit 9,14.327197,-18.432621,-,Digit 9
Digit 8,1.440372,-1.8451188,-,Digit 8
Digit 0,-19.893705,-18.46423,-,Digit 0
Digit 2,11.075946,-4.3086166,-,Digit 2
Digit 9,-3.4570804,-19.016329,-,Digit 9
Digit 5,-9.57915,17.597994,-,Digit 5
Digit 6,-29.381243,11.160734,-,Digit 6
Digit 7,21.164413,-2.849838,-,Digit 7
Digit 4,4.8549848,-14.166521,-,Digit 4
Digit 2,6.955036,-6.448291,-,Digit 2
Digit 9,-9.010196,-35.441788,-,Digit 9
Digit 7,31.527885,-21.635649,-,Digit 7
Digit 9,15.341245,-15.450848,-,Digit 9
Digit 6,-40.452583,4.5801005,-,Digit 6
Digit 3,-9.417503,33.487095,-,Digit 3
Digit 9,5.673934,-4.0375533,-,Digit 9
Digit 3,-12.284137,34.781548,-,Digit 3
Digit 5,-13.854394,7.29872,-,Digit 5
Digit 9,12.853227,-29.83766,-,Digit 9
Digit 7,30.262445,-8.903039,-,Digit 7
Digit 2,-5.338562,-5.0635343,-,Digit 2
Digit 2,-16.758892,-10.549457,-,Digit 2
Digit 8,13.71271,-8.493355,-,Digit 8
Digit 8,-3.5807354,9.944433,-,Digit 8
Digit 9,15.519663,-39.54704,-,Digit 9
Digit 1,23.696812,27.604382,-,Digit 1
Digit 8,15.281059,12.349683,-,Digit 8
Digit 4,-14.171322,-28.50243,-,Digit 4
Digit 7,19.506372,-0.2693119,-,Digit 7
Digit 0,-34.763214,-3.0245998,-,Digit 0
Digit 3,2.7697394,27.917112,-,Digit 3
Digit 5,-20.936832,-4.6636066,-,Digit 5
Digit 7,26.619139,-5.9652658,-,Digit 7
Digit 5,-18.305292,-3.6380754,-,Digit 5
Digit 6,-27.618681,32.60774,-,Digit 6
Digit 0,-26.76868,-2.7376242,-,Digit 0
Digit 4,-7.2460175,-24.541803,-,Digit 4
Digit 6,-26.323685,13.6794815,-,Digit 6
Digit 1,17.741465,40.65999,-,Digit 1
