,x,y,mannual_label,correct_label
Digit 2,0.16163906,10.051388,-,Digit 2
Digit 7,12.064076,-4.3125534,-,Digit 7
Digit 1,5.181556,5.0295577,-,Digit 1
Digit 3,-3.8088334,3.1072092,-,Digit 3
Digit 5,-8.336941,-6.0302467,-,Digit 5
Digit 3,-7.6083827,-0.8950858,-,Digit 3
Digit 8,-2.210776,-3.419334,-,Digit 8
Digit 6,-8.583067,4.5755353,-,Digit 6
Digit 7,11.395023,-8.5638,-,Digit 7
Digit 0,-15.560555,6.07013,-,Digit 0
Digit 3,-5.828468,-2.733882,-,Digit 3
Digit 3,-2.3496468,3.1224995,-,Digit 3
Digit 1,8.7585945,7.3307977,-,Digit 1
Digit 2,-1.0065405,8.516455,-,Digit 2
Digit 1,10.485815,7.1187296,-,Digit 1
Digit 0,-13.583325,7.7192073,-,Digit 0
Digit 0,-13.705455,10.618371,-,Digit 0
Digit 3,-2.5328412,2.3102038,-,Digit 3
Digit 9,3.290765,-11.456691,-,Digit 9
Digit 0,-15.249548,8.237229,-,Digit 0
Digit 0,-8.985376,12.37006,-,Digit 0
Digit 7,13.804323,-1.4373542,-,Digit 7
Digit 6,-11.394926,3.0768,-,Digit 6
Digit 7,12.96439,-5.119254,-,Digit 7
Digit 7,14.077435,-3.4477906,-,Digit 7
Digit 7,12.204828,-4.684642,-,Digit 7
Digit 0,-12.375836,10.388739,-,Digit 0
Digit 8,-9.422572,-3.1307912,-,Digit 8
Digit 2,4.886117,-2.063402,-,Digit 2
Digit 0,-12.106948,10.129435,-,Digit 0
Digit 1,3.3812797,2.672308,-,Digit 1
Digit 3,-8.02939,-2.1214104,-,Digit 3
Digit 7,14.591198,-1.2577938,-,Digit 7
Digit 1,4.043091,3.1151676,-,Digit 1
Digit 3,-5.990523,1.8909479,-,Digit 3
Digit 2,4.587437,9.382809,-,Digit 2
Digit 3,-6.2112923,0.093460865,-,Digit 3
Digit 0,-12.645022,9.899886,-,Digit 0
Digit 0,-8.5497,8.619227,-,Digit 0
Digit 7,10.380423,-9.205917,-,Digit 7
Digit 5,-7.042539,-5.3720846,-,Digit 5
Digit 3,-6.4454913,-2.7415402,-,Digit 3
Digit 8,-8.559191,-2.32796,-,Digit 8
Digit 9,4.679838,-8.147699,-,Digit 9
Digit 6,-6.2930007,6.18452,-,Digit 6
Digit 3,-8.569657,-1.6386237,-,Digit 3
Digit 7,7.342609,5.8762455,-,Digit 7
Digit 4,0.32165822,-12.525002,-,Digit 4
Digit 4,8.284406,-1.6496086,-,Digit 4
Digit 8,-0.23883441,-0.64110124,-,Digit 8
Digit 6,-9.400778,4.325618,-,Digit 6
Digit 4,3.6772733,-7.3208885,-,Digit 4
Digit 3,-7.4636974,-0.9798273,-,Digit 3
Digit 5,-6.5019493,-5.7133107,-,Digit 5
Digit 7,13.671182,-5.3954825,-,Digit 7
Digit 8,-1.6112008,-3.1908474,-,Digit 8
Digit 4,9.526486,-0.5572561,-,Digit 4
Digit 9,4.2011905,-9.613062,-,Digit 9
Digit 7,7.091086,2.2165418,-,Digit 7
Digit 9,8.494703,-5.742042,-,Digit 9
Digit 8,1.2291316,0.100264795,-,Digit 8
Digit 0,-12.167806,7.0817423,-,Digit 0
Digit 2,1.6070156,9.01788,-,Digit 2
Digit 9,7.9704494,5.389007,-,Digit 9
Digit 5,-9.122047,-0.18015483,-,Digit 5
