,x,y,mannual_label,correct_label
Digit 2,-1.8580989,-4.4030647,-,Digit 2
Digit 7,10.70074,-4.2294717,-,Digit 7
Digit 1,13.891789,2.197949,-,Digit 1
Digit 3,4.3825097,21.058033,-,Digit 3
Digit 5,-6.4567127,15.259668,-,Digit 5
Digit 3,-6.187381,19.223354,-,Digit 3
Digit 8,0.10346151,5.773298,-,Digit 8
Digit 6,-13.803302,2.4625201,-,Digit 6
Digit 7,14.865475,-4.7001176,-,Digit 7
Digit 0,-21.669632,10.598114,-,Digit 0
Digit 3,7.968796,12.60053,-,Digit 3
Digit 3,7.3768654,18.733177,-,Digit 3
Digit 1,15.83729,11.775966,-,Digit 1
Digit 2,-4.858771,-8.007738,-,Digit 2
Digit 1,16.797844,13.464443,-,Digit 1
Digit 0,-20.422628,2.0333698,-,Digit 0
Digit 0,-20.75565,-1.5480818,-,Digit 0
Digit 3,7.7947607,18.031511,-,Digit 3
Digit 9,-9.273226,-15.774215,-,Digit 9
Digit 0,-16.907951,0.98183495,-,Digit 0
Digit 0,-17.179571,-2.0396729,-,Digit 0
Digit 7,15.929404,-14.918455,-,Digit 7
Digit 6,-14.609013,11.538938,-,Digit 6
Digit 7,9.61517,-7.11513,-,Digit 7
Digit 7,14.286687,-8.147113,-,Digit 7
Digit 7,11.237542,-4.3656793,-,Digit 7
Digit 0,-22.080137,-3.6112473,-,Digit 0
Digit 8,-0.5317633,11.039937,-,Digit 8
Digit 2,-9.89611,-10.407126,-,Digit 2
Digit 0,-21.901281,-3.4042962,-,Digit 0
Digit 1,19.157724,2.2128112,-,Digit 1
Digit 3,-7.3381195,16.875908,-,Digit 3
Digit 7,13.64104,-12.5642805,-,Digit 7
Digit 1,17.003878,1.5469376,-,Digit 1
Digit 3,-2.8810725,22.067432,-,Digit 3
Digit 2,1.8742238,-0.91216767,-,Digit 2
Digit 3,2.1042216,15.26919,-,Digit 3
Digit 0,-22.076485,-3.5661213,-,Digit 0
Digit 0,-18.83287,-7.384135,-,Digit 0
Digit 7,17.887459,-3.1113222,-,Digit 7
Digit 5,-7.4164786,9.4323015,-,Digit 5
